"","country","site_code","latitude","longitude"
"3794","Australia","GBR87",-11.37218,143.98805
"3795","Australia","GBR88",-11.48989,143.84975
"3797","Australia","GBR90",-11.76133,143.65236
"3799","Australia","GBR91",-11.98055,143.65133
"3800","Australia","GBR92",-12.16167,143.65236
"3808","Australia","GBR93",-12.29665,143.41701
"3813","Australia","GBR95",-13.18186,143.83723
"3842","Australia","GBR81",-10.79462,142.97097
"3844","Australia","GBR84",-11.10772,143.01896
"3846","Australia","GBR86",-11.22806,143.35356
"3848","Australia","GBR89",-11.48898,143.85426
"3858","Australia","GBR97",-12.39903,143.36996
"3875","Australia","GBR96",-14.51005,145.52432
"3883","Australia","CS222",-18.0856,149.6346
"3884","Australia","CS223",-18.08593,149.63153
"3885","Australia","CS224",-17.78043,150.63979
"3894","Australia","CS225",-16.52928,150.28188
"3907","Australia","GBR211",-16.55388,146.04401
"3908","Australia","GBR212",-16.55161,146.04213
"3941","Australia","CS226",-16.54892,147.81968
"3948","Australia","CS227",-16.93801,149.21345
"3949","Australia","CS228",-16.94348,149.9987
"3958","Australia","CS229",-16.94455,150.00333
"3969","Australia","GBR100",-18.7331,147.26909
"3997","Australia","CS230",-17.13524,152.13081
"3999","Australia","CS231",-17.13183,152.13507
"4019","Australia","GBR107",-19.51879,148.73082
"4020","Australia","GBR99",-18.87096,147.70574
"4022","Australia","GBR98",-18.87268,147.71152
"4024","Australia","GBR101",-19.09582,148.28345
"4026","Australia","GBR102",-19.09846,148.28379
"4028","Australia","GBR103",-19.27208,148.34511
"4030","Australia","GBR104",-19.27445,148.34358
"4032","Australia","GBR105",-19.52072,148.71948
"4034","Australia","GBR106",-19.52167,148.72192
"4037","Australia","GBR108",-21.64143,150.24591
"4039","Australia","GBR109",-21.62366,150.24633
"4041","Australia","GBR110",-21.65447,150.24191
"4043","Australia","GBR111",-21.79107,151.87013
"4045","Australia","GBR112",-21.79238,151.88092
"4047","Australia","GBR113",-21.83517,152.32959
"4049","Australia","GBR114",-21.95686,152.4258
"4064","Spain","CAN14",27.8566,-15.3873
"4075","Spain","CAN35",28.9221,-13.67392
"4077","Spain","CAN107",28.07993,-17.33107
"4083","Spain","CAN50",28.38114,-16.35615
"4085","Spain","CAN51",28.38437,-16.35294
"4087","Spain","CAN53",28.0882,-16.4898
"4090","Spain","CAN70",28.1346,-16.4459
"4091","Spain","CAN71",28.57,-16.3338
"4092","Spain","CAN72",28.5119,-16.4206
"4093","Spain","CAN73",28.5043,-16.4247
"4094","Spain","CAN74",28.4143,-16.5602
"4096","Spain","CAN90",27.81696,-15.76132
"4098","Spain","CAN91",27.75495,-15.68283
"4100","Spain","CAN92",28.0981,-15.70889
"4102","Spain","CAN93",28.00561,-15.81666
"4195","Australia","EMR41",-29.93465,159.09327
"4211","Australia","EMR42",-29.94249,159.0847
"4215","Australia","EMR40",-29.4435,159.09767
"4217","Australia","EMR38",-29.45372,159.06567
"4219","Australia","EMR39",-29.4429,159.11502
"4221","Australia","EMR35",-29.47728,159.1216
"4223","Australia","EMR34",-29.48476,159.07662
"4225","Australia","EMR36",-29.45436,159.1422
"4227","Australia","EMR37",-29.48267,159.06495
"4265","Indonesia","RAJA34",-0.95579,131.14981
"4284","Indonesia","RAJA35",0.17251,130.03017
"4286","Indonesia","RAJA37",0.17066,130.00693
"4288","Indonesia","RAJA36",0.17229,130.00685
"4290","Indonesia","RAJA38",-0.5093,130.45433
"4292","Indonesia","RAJA40",-0.52209,130.45988
"4294","Indonesia","RAJA39",-0.51312,130.45984
"4298","Indonesia","RAJA41",-0.5635,130.51994
"4302","Indonesia","RAJA42",-2.00037,130.64153
"4304","Indonesia","RAJA43",-2.00466,130.63654
"4306","Indonesia","RAJA44",-2.00821,130.62825
"4308","Indonesia","RAJA45",-1.97103,130.46458
"4310","Indonesia","RAJA46",-1.96843,130.49767
"4312","Indonesia","RAJA48",-2.21882,130.56795
"4314","Indonesia","RAJA49",-2.21914,130.54764
"4316","Indonesia","RAJA47",-2.21892,130.56073
"4318","Indonesia","RAJA50",-2.22591,130.6011
"4320","Indonesia","RAJA51",-2.22082,130.6115
"4322","Indonesia","RAJA52",-2.19118,130.60385
"4324","Indonesia","RAJA54",-2.02615,130.683
"4326","Indonesia","RAJA53",-2.02469,130.69229
"4329","Cook Islands","COOK5",-21.2586,-159.81815
"4331","Australia","SI29",-29.98321,153.2278
"4336","Mexico","GOC10",23.44133,-109.41051
"4338","Mexico","GOC11",23.45921,-109.40623
"4340","Mexico","GOC12",23.36071,-109.42166
"4342","Mexico","GOC13",23.35763,-109.42063
"4344","Mexico","GOC14",23.40803,-109.41343
"4346","Mexico","GOC15",23.44567,-109.41787
"4348","Mexico","GOC16",23.40432,-109.4172
"4350","Mexico","GOC17",24.56411,-110.41318
"4352","Mexico","GOC18",24.43005,-110.36496
"4354","Mexico","GOC19",24.39237,-110.3054
"4356","Mexico","GOC9",23.4613,-109.40725
"4359","Qatar","QAT9",24.74531,51.60062
"4360","Qatar","QAT10",24.77907,51.76769
"4361","Qatar","QAT11",25.71472,52.64228
"4362","Qatar","QAT12",25.54666,52.66863
"4372","Australia","WA110",-28.865,114.0008
"4373","Australia","WA111",-28.86643,113.97143
"4374","Australia","WA112",-28.96627,113.9549
"4383","Australia","GBR115",-14.69171,145.4649
"4384","Australia","GBR116",-14.68285,145.44905
"4393","United States","USEC23",26.25023,-80.06646
"4394","United States","USEC24",26.13943,-80.09856
"4395","United States","USEC25",26.05102,-80.10566
"4396","United States","USEC26",26.08314,-80.10411
"4397","United States","USEC27",26.16294,-80.0937
"4399","Australia","GBR117",-19.96678,149.62187
"4401","Australia","GBR119",-20.68555,149.14128
"4403","Australia","GBR121",-20.67599,149.17618
"4405","Australia","GBR123",-20.80311,149.2556
"4407","Australia","GBR125",-20.89839,149.40341
"4409","Australia","GBR127",-20.92427,149.4239
"4410","Australia","GBR129",-20.56652,150.03316
"4418","Australia","CS232",-19.25858,152.34788
"4420","Australia","CS233",-19.17664,152.26625
"4425","Australia","GBR139",-19.8307,149.47556
"4426","Australia","GBR140",-19.96161,149.62527
"4427","Australia","GBR118",-20.68459,149.1407
"4428","Australia","GBR122",-20.79606,149.26698
"4429","Australia","GBR124",-20.80873,149.25046
"4430","Australia","GBR126",-20.89797,149.41214
"4433","Australia","GBR128",-20.56343,150.0298
"4434","Australia","GBR130",-20.26498,150.4949
"4439","Australia","CS234",-19.16623,152.27121
"4447","Australia","CS236",-17.36587,151.54033
"4448","Australia","CS235",-17.46993,151.61277
"4449","Australia","GBR131",-20.0498,148.87844
"4450","Australia","GBR133",-20.0377,148.88058
"4462","Australia","GBR132",-20.0429,148.88232
"4464","Australia","GBR134",-20.06527,148.9503
"4469","Australia","GBR120",-20.69106,149.13741
"4489","Australia","GBR135",-20.07003,148.93189
"4496","Australia","GBR137",-20.10702,148.9408
"4502","Australia","GBR136",-20.08985,148.95245
"4508","Australia","GBR138",-20.10734,148.9566
"4642","Australia","NWS163",-14.49741,124.99591
"4646","Australia","NWS164",-15.0667,124.33321
"4648","Australia","NWS165",-15.92443,123.04739
"4653","Australia","NWS169",-15.51897,123.26715
"4655","Australia","NWS171",-15.44617,123.25202
"4657","Australia","NWS172",-14.07044,121.97364
"4669","Australia","NWS174",-13.92629,121.90265
"4671","Australia","NWS177",-13.6323,122.02215
"4679","Australia","NWS178",-12.19673,123.04095
"4681","Australia","NWS181",-12.18941,123.07672
"4683","Australia","NWS185",-12.18477,123.11123
"4685","Australia","NWS184",-12.17905,123.07097
"4705","Australia","NWS189",-12.52527,123.57215
"4707","Australia","NWS192",-12.52689,123.58274
"4709","Australia","NWS199",-13.94304,125.64153
"4711","Australia","NWS198",-14.05545,125.3604
"4713","Australia","NWS195",-14.10958,123.55655
"4715","Australia","NWS201",-13.82453,127.2726
"4717","Australia","NWS194",-14.10193,123.5508
"4719","Australia","NWS193",-12.52436,123.56101
"4721","Australia","NWS188",-12.52658,123.57827
"4725","Australia","NWS175",-13.91925,121.91215
"4728","Australia","NWS200",-13.94105,125.63595
"4730","Australia","NWS166",-15.92278,123.04187
"4732","Australia","NWS167",-15.7837,123.35675
"4733","Australia","NWS168",-15.51735,123.23433
"4735","Australia","NWS170",-15.45017,123.24475
"4740","Australia","NWS173",-14.12994,121.96976
"4745","Australia","NWS176",-13.62454,122.00576
"4749","Australia","NWS179",-12.20716,123.04288
"4750","Australia","NWS180",-12.21192,123.05053
"4751","Australia","NWS182",-12.17455,123.05939
"4752","Australia","NWS183",-12.17552,123.06644
"4761","Australia","NWS186",-12.52576,123.57526
"4762","Australia","NWS187",-12.53478,123.57985
"4763","Australia","NWS190",-12.52495,123.56892
"4764","Australia","NWS191",-12.5245,123.56482
"4765","Australia","NWS196",-14.1045,123.55491
"4766","Australia","NWS197",-14.05661,125.35585
"4918","Mexico","GOC20",22.94156,-109.80649
"4919","Mexico","GOC21",22.94645,-109.80369
"4920","Mexico","GOC22",22.9043,-109.84217
"4937","Australia","GBR266",-21.4054,151.63843
"4939","Australia","GBR267",-21.45628,151.47352
"4941","Australia","GBR268",-21.45473,151.4654
"4943","Australia","CS237",-20.94337,154.40212
"4945","Australia","CS238",-21.13706666,155.7450333
"4947","Australia","CS239",-21.13343,155.74455
"4988","Australia","GBR141",-19.7681,149.37079
"4990","Australia","GBR269",-21.07121,150.45552
"4992","Australia","GBR270",-21.4301,151.58421
"4994","Australia","GBR271",-21.40775,151.63504
"4995","Australia","GBR272",-21.16035,151.75494
"4997","Australia","GBR273",-21.21383,151.98274
"4999","Australia","GBR274",-21.21314,152.23688
"5001","Australia","GBR275",-21.21086,152.23938
"5003","Australia","GBR276",-21.1836,152.54451
"5005","Australia","GBR277",-21.12097,152.77024
"5007","Australia","GBR278",-21.12904,152.75896
"5026","Australia","GBR279",-20.37545,148.8864
"5042","Australia","WA174",-21.98085,114.13963
"5047","Australia","WA152",-25.54809,113.47881
"5048","Australia","WA153",-26.14201,113.16856
"5049","Australia","WA154",-28.42601,113.7318
"5050","Australia","WA155",-28.44744,113.75247
"5051","Australia","WA156",-28.44627,113.75662
"5052","Australia","WA158",-28.42752,113.74036
"5054","Australia","WA159",-28.42426,113.7443
"5055","Australia","WA160",-28.45944,113.77085
"5057","Australia","WA161",-28.46665,113.7646
"5061","Australia","WA162",-28.49323,113.79085
"5063","Australia","WA163",-28.69941,113.77634
"5065","Australia","WA165",-28.70584,113.78791
"5067","Australia","WA167",-28.71504,113.79074
"5071","Australia","WA168",-28.69179,113.83534
"5073","Australia","WA169",-28.72786,113.80709
"5077","Australia","WA171",-28.8498,114.00642
"5079","Australia","WA176",-28.86119,113.99216
"5081","Australia","WA178",-28.85379,114.0022
"5083","Australia","WA180",-28.85755,114.00603
"5092","Australia","WA164",-28.70111,113.77789
"5093","Australia","WA166",-28.71005,113.7905
"5095","Australia","WA170",-28.69892,113.84071
"5103","Australia","WA172",-28.84889,114.01128
"5104","Australia","WA177",-28.87846,113.91721
"5105","Australia","WA179",-28.85512,114.00547
"5106","Australia","WA181",-28.85813,114.0079
"5112","Australia","WA173",-24.75123,113.16261
"5118","Australia","WA157",-28.43074,113.74048
"5131","Panama","BOCAS14",9.33833026885986,-82.2302703857422
"5240","Australia","TS28",-10.60343,141.90698
"5301","Australia","CS240",-16.48833,147.84294
"5324","Australia","CS241",-16.92364,149.19486
"5351","Australia","GBR280",-21.47641,151.19351
"5433","Australia","NI15",-29.00681,167.91665
"5444","Australia","NI16",-29.12785,167.946683
"5445","Australia","NI17",-29.047977,167.98779
"5560","Australia","WA184",-20.5144100189209,116.646049499512
"5643","Australia","NT61",-10.9601497650146,132.222885131836
"5653","Australia","GC18",-10.7435998916626,141.04963684082
"5664","Australia","NT62",-10.9592800140381,132.226104736328
"5696","Australia","NT63",-11.2281999588013,134.746276855469
"5707","Australia","NWS202",-12.2012996673584,123.025497436523
"5710","Australia","OS16",-11.2227802276611,129.663116455078
"5734","Australia","OS12",-10.6961603164673,126.335189819336
"5736","Australia","OS14",-11.7160997390747,125.020881652832
"5738","Australia","OS10",-10.8401498794556,129.216278076172
"5746","Australia","OS13",-11.6551303863525,125.111450195312
"5760","Australia","OS11",-10.6971998214722,126.332313537598
"5761","Australia","OS15",-11.7338199615479,123.986923217773
"5772","Australia","OS9",-10.1337995529175,129.544448852539
"5782","Australia","NWS203",-12.5410203933716,123.570732116699
"5874","Australia","CS242",-10.4422903060913,144.448837280273
"5880","Australia","MBMP11",-27.3913478851318,153.553985595703
"5882","Australia","GBR281",-16.9302787780762,145.988616943359
"5883","Australia","QLD6",-28.1626892089844,153.530807495117
"5884","Australia","NSW57",-28.170919418335,153.54768371582
"6010","New Caledonia","NC8",-21.6080894470215,165.339416503906
"6011","New Caledonia","NC3",-22.363410949707,166.261245727539
"6012","New Caledonia","NC1",-22.3653202056885,166.267959594727
"6013","New Caledonia","NC7",-22.3007392883301,166.436553955078
"6014","New Caledonia","NC2",-22.0169792175293,165.920593261719
"6015","New Caledonia","NC9",-21.6895999908447,165.462356567383
"6016","New Caledonia","NC6",-22.3409996032715,166.238265991211
"6017","New Caledonia","NC10",-21.6877307891846,165.4638671875
"6018","New Caledonia","NC5",-22.3304290771484,166.220718383789
"6019","New Caledonia","NC4",-22.3645000457764,166.262817382812
"6020","Saudi Arabia","RED18",27.6692790985107,35.4416694641113
"6025","Australia","CS247",-17.3734092712402,155.852630615234
"6033","Australia","CS255",-21.2042293548584,155.770782470703
"6045","Australia","CS250",-17.346960067749,155.851455688477
"6061","Australia","CS245",-17.1393508911133,151.944152832031
"6066","Australia","CS253",-17.3772506713867,155.873382568359
"6075","Australia","GBR284",-21.4747295379639,151.189971923828
"6077","Australia","CS244",-17.3363208770752,151.728897094727
"6087","Australia","CS243",-17.3347301483154,151.663497924805
"6088","Australia","CS246",-17.4315204620361,151.066452026367
"6091","Australia","CS254",-17.3743190765381,155.857040405273
"6103","Australia","CS252",-17.3807697296143,155.878829956055
"6115","Australia","GBR283",-21.5441493988037,152.392959594727
"6143","Australia","CS248",-17.3713493347168,155.848815917969
"6149","Australia","CS249",-17.3459796905518,155.843856811523
"6157","Australia","CS251",-17.3554191589355,155.854537963867
"6173","Australia","GBR282",-21.5482501983643,152.388854980469
"6224","Australia","GBR300",-23.4999694824219,152.089202880859
"6225","Australia","GBR302",-23.4874591827393,152.081436157227
"6226","Australia","GBR297",-23.5001106262207,152.077453613281
"6227","Australia","GBR295",-23.4945602416992,152.078536987305
"6228","Australia","GBR294",-23.4964904785156,152.070373535156
"6229","Australia","GBR301",-23.4984493255615,152.091415405273
"6230","Australia","GBR298",-23.5034294128418,152.081802368164
"6231","Australia","GBR296",-23.4947605133057,152.088012695312
"6232","Australia","GBR293",-23.491340637207,152.079742431641
"6233","Australia","GBR303",-23.4949798583984,152.044784545898
"6234","Australia","GBR299",-23.5041599273682,152.089401245117
"6235","Australia","GBR290",-23.4416007995605,151.90495300293
"6236","Australia","GBR289",-23.4336490631104,151.96452331543
"6237","Australia","GBR291",-23.4541797637939,151.91081237793
"6238","Australia","GBR287",-23.4606895446777,151.863327026367
"6239","Australia","GBR285",-23.4333400726318,151.931747436523
"6242","Australia","GBR286",-23.4341201782227,151.918167114258
"6244","Australia","GBR292",-23.4472198486328,151.911987304688
"6245","Australia","GBR288",-23.4373397827148,151.981262207031
"6269","Cayman Islands","CAR39",19.6895503997803,-80.0699462890625
"6270","Cayman Islands","CAR40",19.687370300293,-80.0725708007812
"6271","Cayman Islands","CAR41",19.7008800506592,-80.0558319091797
"6272","Cayman Islands","CAR37",19.6714706420898,-80.1021499633789
"6273","Cayman Islands","CAR38",19.6965007781982,-80.0609817504883
"6274","Cayman Islands","CAR35",19.7069206237793,-80.0121765136719
"6275","Cayman Islands","CAR36",19.6648597717285,-80.1111907958984
"6276","Belize","CBC13",16.88381,-88.07336
"6278","Belize","CBC24",16.7900104522705,-88.082389831543
"6279","Belize","CBC16",16.87438,-88.09382
"6281","Belize","CBC21",16.7798595428467,-88.0766525268555
"6284","Belize","CBC8",16.8025,-88.0825
"6285","Belize","CBC7",16.80894,-88.08841
"6288","Belize","CBC22",16.7714195251465,-88.1636199951172
"6290","Belize","CBC10",16.82878,-88.10478
"6291","Belize","CBC9",16.82385,-88.10277
"6294","Belize","CBC11",16.78728,-88.08506
"6296","Belize","CBC12",16.7873401641846,-88.0937881469727
"6299","Belize","CBC15",16.87853,-88.09264
"6313","Belize","CBC4",16.80807,-88.14677
"6385","New Caledonia","NC13",-22.02,165.93
"6386","Cayman Islands","CAR39",19.69,-80.07
"6387","Cayman Islands","CAR42",19.67,-80.01
"6388","Cayman Islands","CAR44",19.68,-80.1
"6389","Cayman Islands","CAR41",19.7,-80.06
"6390","Cayman Islands","CAR35",19.71,-80.01
"6391","Cayman Islands","CAR36",19.66,-80.11
"6392","Cayman Islands","CAR46",19.68,-80.09
"6393","Cayman Islands","CAR47",19.67,-80.11
"6394","New Caledonia","NC14",-22.49,166.45
"6395","Australia","GBR1",-23.9,152.41
"6397","Australia","GBR15",-23.3,151.69
"6398","Australia","GBR13",-23.3,151.69
"6401","Australia","GBR108",-21.64,150.25
"6402","Australia","GBR110",-21.65,150.24
"6405","Australia","GBR134",-20.07,148.95
"6407","Australia","GBR76",-19.81,149.07
"6409","Australia","GBR26",-19.79,149.07
"6412","Cayman Islands","CAR43",19.69,-80.07
"6413","Australia","GBR104",-19.27,148.34
"6415","Australia","GBR102",-19.1,148.28
"6416","Australia","GBR101",-19.1,148.28
"6419","Australia","CS125",-17.71,148.44
"6421","Australia","CS122",-17.88,148.51
"6423","Australia","CS128",-17.71,148.46
"6425","Australia","CS129",-17.7,148.46
"6427","Australia","CS127",-17.72,148.44
"6429","Australia","CS126",-17.72,148.44
"6431","Australia","CS256",-16.75,147.71
"6432","Australia","CS257",-16.76,147.74
"6435","Australia","GBR204",-16.79,146.27
"6437","Australia","GBR206",-16.78,146.27
"6439","Australia","GBR304",-16.79,146.27
"6441","Cayman Islands","CAR48",19.66,-80.09
"6442","Cayman Islands","CAR49",19.66,-80.08
"6443","Dominican Republic","DOMR3",18.34,-68.83
"6444","Dominican Republic","DOMR4",18.35,-68.83
"6445","Dominican Republic","DOMR5",18.36,-68.85
"6446","Dominican Republic","DOMR7",18.33,-68.82
"6447","Dominican Republic","DOMR6",18.25,-68.78
"6448","Australia","GBR211",-16.55,146.04
"6450","Dominican Republic","DOMR8",18.37,-69
"6451","Dominican Republic","DOMR9",18.37,-69
"6452","Australia","GBR219",-15.96,145.8
"6453","Australia","GBR305",-15.96,145.81
"6456","Australia","GBR218",-15.97,145.82
"6457","Australia","GBR308",-15.58,145.79
"6458","Australia","GBR306",-15.97,145.82
"6459","Australia","GBR307",-15.58,145.79
"6463","Australia","GBR310",-15.34,145.75
"6464","Australia","GBR309",-15.39,145.76
"6465","Australia","GBR311",-15.33,145.75
"6467","Australia","GBR312",-15.23,145.74
"6471","Australia","GBR231",-14.65,145.45
"6472","Australia","GBR227",-14.67,145.44
"6473","Australia","GBR230",-14.65,145.45
"6477","Australia","GBR228",-14.66,145.45
"6478","Australia","GBR229",-14.66,145.45
"6481","Australia","GBR232",-14.65,145.45
"6482","Australia","GBR224",-14.69,145.44
"6483","Australia","GBR234",-14.65,145.45
"6484","Australia","GBR220",-14.69,145.46
"6487","New Caledonia","NC15",-22.17,166.97
"6490","Australia","GBR63",-14,144.68
"6491","Australia","GBR64",-13.99,144.68
"6494","Australia","GBR65",-14.01,144.71
"6496","Australia","GBR42",-13.98,144.5
"6497","Australia","GBR41",-13.98,144.5
"6499","Australia","GBR40",-13.97,144.5
"6501","Australia","GBR313",-13.96,144.57
"6503","Australia","GBR62",-13.82,144.28
"6505","Australia","GBR60",-12.88,143.82
"6506","Australia","GBR59",-12.87,143.82
"6508","Australia","GBR45",-12.29,143.4
"6509","Australia","GBR48",-12.28,143.4
"6512","Australia","GBR46",-12.28,143.41
"6514","Australia","GBR47",-12.28,143.41
"6515","Australia","GBR49",-12.29,143.4
"6518","Australia","TS37",-10.42,143.69
"6520","Australia","TS34",-10.42,143.68
"6521","Australia","TS36",-10.42,143.68
"6524","Australia","TS8",-10.29,143.71
"6525","Australia","TS33",-10.33,143.7
"6527","Australia","TS7",-10.29,143.72
"6528","Australia","TS38",-10.33,143.7
"6529","Australia","TS35",-10.29,143.71
"6534","Australia","TS5",-10.52,143.09
"6536","Australia","TS29",-10.1,143.32
"6538","Cayman Islands","CAR38",19.7,-80.06
"6539","Australia","TS30",-10.1,143.31
"6541","Australia","TS31",-10.07,143.69
"6544","Australia","CS198",-10.23,144.59
"6545","Australia","CS197",-10.23,144.59
"6548","Australia","CS191",-10.37,144.53
"6549","Australia","CS192",-10.38,144.53
"6551","Australia","CS185",-10.45,144.45
"6552","Australia","CS187",-10.44,144.45
"6555","Australia","CS189",-10.45,144.43
"6557","Australia","CS186",-10.43,144.45
"6559","Australia","CS218",-10.19,144.41
"6561","Australia","CS215",-10.23,144.41
"6563","Australia","TS32",-10.1,143.31
"6565","New Caledonia","NC11",-22.02,165.92
"6568","Cayman Islands","CAR40",19.69,-80.07
"6569","Australia","NT13",-12.41,130.81
"6570","Australia","NT9",-12.41,130.81
"6572","Australia","OS6",-11.13,129.91
"6573","Australia","OS16",-11.22,129.66
"6576","Australia","OS5",-11.14,129.91
"6578","Australia","OS12",-10.7,126.34
"6579","Australia","OS11",-10.7,126.33
"6582","Australia","OS17",-11.51,125.28
"6583","Australia","OS14",-11.72,125.02
"6584","Australia","OS13",-11.66,125.11
"6587","Australia","NWS189",-12.53,123.57
"6588","Australia","NWS203",-12.54,123.57
"6591","Australia","NWS193",-12.52,123.56
"6593","Australia","NWS204",-12.54,123.54
"6594","Australia","NWS16",-12.24,122.98
"6595","Australia","NWS17",-12.24,122.99
"6597","Australia","NWS22",-12.24,122.99
"6600","Australia","NWS18",-12.24,122.98
"6601","Australia","NWS23",-12.23,122.99
"6603","Australia","NWS19",-12.24,122.98
"6604","Australia","NWS24",-12.24,122.99
"6606","Australia","NWS202",-12.2,123.03
"6607","Australia","NWS205",-12.19,123
"6608","Australia","NWS14",-12.22,123
"6612","Australia","NWS206",-12.22,122.96
"6613","Australia","NWS176",-13.62,122.01
"6614","Australia","NWS207",-20.27,115.39
"6616","Australia","NWS177",-13.63,122.02
"6618","Australia","NWS174",-13.93,121.9
"6620","Australia","NWS175",-13.92,121.91
"6622","Australia","NWS34",-14.06,121.97
"6624","Australia","NWS172",-14.07,121.97
"6625","Australia","NWS27",-14.07,121.96
"6627","Australia","NWS35",-14.07,121.95
"6630","Australia","NWS29",-14.13,121.95
"6631","Australia","NWS28",-14.13,121.94
"6634","Australia","NWS36",-14.07,121.79
"6635","Australia","NWS38",-14.07,121.78
"6636","Australia","NWS40",-14.08,121.74
"6637","Australia","NWS149",-20.76,115.57
"6638","Australia","NWS39",-14.08,121.75
"6641","Australia","NWS81",-17.03,119.62
"6642","Australia","NWS78",-17.07,119.64
"6645","Australia","NWS73",-17.07,119.64
"6646","Australia","NWS68",-17.06,119.65
"6648","Australia","NWS77",-17.06,119.65
"6650","Australia","NWS74",-17.07,119.64
"6653","New Caledonia","NC12",-22.01,165.93
"6654","Australia","NWS72",-17.08,119.65
"6655","Australia","NWS92",-17.28,119.37
"6656","Australia","NWS79",-17.07,119.65
"6659","Australia","NWS98",-17.31,119.37
"6660","Australia","NWS99",-17.29,119.36
"6661","Australia","NWS95",-17.31,119.37
"6664","Australia","NWS97",-17.32,119.37
"6665","Australia","NWS90",-17.29,119.37
"6668","Australia","NWS89",-17.25,119.36
"6669","Australia","NWS91",-17.28,119.37
"6671","Australia","NWS88",-17.29,119.38
"6674","Australia","NWS87",-17.28,119.38
"6676","Australia","GBR317",-23.49,152.08
"6677","Australia","NWS84",-17.25,119.35
"6678","Australia","NWS101",-17.36,119.38
"6679","Australia","NWS83",-17.25,119.35
"6683","Australia","GBR315",-23.49,152.08
"6684","Australia","NWS58",-17.55,118.97
"6685","Australia","NWS61",-17.56,118.97
"6686","Australia","NWS59",-17.55,118.97
"6687","Australia","NWS60",-17.55,118.97
"6689","Australia","NWS57",-17.55,118.97
"6694","Australia","GBR314",-23.5,152.08
"6695","Australia","NWS62",-17.51,118.97
"6696","Australia","NWS63",-17.5,118.96
"6698","Australia","NWS56",-17.61,118.97
"6700","Australia","GBR319",-23.5,152.09
"6704","Australia","NWS104",-19.58,119.11
"6706","Australia","NWS103",-19.58,119.11
"6707","Australia","GBR316",-23.5,152.08
"6708","Australia","GBR324",-23.49,152.06
"6709","Australia","NWS107",-19.59,119.11
"6711","Australia","NWS106",-19.59,119.11
"6713","Australia","GBR321",-23.5,152.06
"6714","Australia","GBR320",-23.5,152.06
"6715","Australia","GBR322",-23.49,152.05
"6716","Australia","GBR325",-23.5,152.05
"6717","Australia","GBR323",-23.49,152.07
"6718","Australia","GBR318",-23.5,152.08
"6719","Australia","NWS110",-20.12,118.47
"6721","Australia","NWS108",-20.21,118.53
"6723","Australia","WA77",-20.55,116.64
"6724","Australia","WA76",-20.55,116.63
"6725","Australia","WA80",-20.53,116.66
"6728","Australia","GBR326",-23.5,152.05
"6729","Australia","GBR327",-23.5,152.06
"6733","Cayman Islands","CAR45",19.67,-80.1
"6734","New Caledonia","NC16",-22.29,166.18
"6735","Australia","GBR328",-23.5,152.07
"6736","Australia","WA74",-20.57,116.54
"6737","Australia","WA71",-20.58,116.54
"6740","Australia","WA78",-20.54,116.53
"6741","Australia","NWS122",-20.46,116.57
"6743","Australia","WA79",-20.54,116.53
"6745","Australia","NWS123",-20.48,116.53
"6746","Australia","NWS125",-20.54,116.54
"6750","Australia","WA65",-20.62,116.51
"6752","Australia","WA72",-20.58,116.57
"6753","Australia","NWS121",-20.46,116.59
"6754","Australia","WA73",-20.57,116.58
"6758","Australia","WA67",-20.61,116.46
"6760","Australia","NWS126",-20.62,116.48
"6762","Australia","NWS132",-20.37,115.53
"6763","Australia","NWS127",-20.45,115.61
"6764","Australia","NWS128",-20.41,115.58
"6766","Australia","NWS129",-20.39,115.57
"6770","Australia","NWS208",-20.27,115.39
"6773","Australia","NWS210",-20.27,115.39
"6775","Australia","NWS209",-20.27,115.29
"6777","Australia","NWS139",-20.45,115.48
"6778","Australia","NWS140",-20.51,115.48
"6780","Australia","NWS136",-20.47,115.55
"6783","Australia","NWS137",-20.51,115.56
"6784","Australia","NWS135",-20.46,115.55
"6785","Australia","NWS143",-20.58,115.58
"6786","Australia","NWS141",-20.56,115.57
"6791","Panama","BOCAS8",9.35,-82.26
"6792","Panama","BOCAS10",9.27,-82.12
"6793","Panama","BOCAS15",9.3,-82.29
"6794","Australia","NWS145",-20.73,115.49
"6797","Australia","NWS148",-20.78,115.53
"6799","Australia","NWS154",-21.08,115.51
"6801","Australia","NWS156",-21.32,115.17
"6803","Australia","NWS155",-21.32,115.17
"6805","Australia","NMP33",-21.66,113.34
"6807","Australia","NMP34",-21.66,114.35
"6810","Panama","BOCAS12",9.38,-82.3
"6811","Australia","NMP-B3",-21.83,114.18
"6813","Australia","NMP35",-21.66,114.34
"6815","Australia","NMP17",-21.67,114.33
"6817","Panama","BOCAS17",9.25,-82.13
"6818","Panama","BOCAS16",9.24,-82.11
"6820","Panama","BOCAS2",9.29,-82.34
"6822","Australia","NMP36",-21.91,113.97
"6824","Australia","NMP15",-21.9,113.94
"6825","Australia","NMP37",-21.91,113.97
"6826","Australia","NMP18",-21.92,113.96
"6830","Australia","NMP38",-21.91,113.96
"6831","Australia","NMP39",-21.91,113.97
"6834","Australia","NMP40",-22.36,113.78
"6836","Australia","NMP41",-23.2,113.76
"6837","Australia","NMP24",-23.2,113.76
"6840","Australia","WA189",-24.22,113.4
"6842","Australia","WA193",-24.93,113.15
"6843","Australia","WA191",-24.22,113.41
