"","country","site_code","latitude","longitude"
"1189","Cambodia","CAM8",10.62054,103.29564
"1190","Cambodia","CAM9",10.61955,103.29703
"1191","Australia","GBR156",-18.832,147.63303
"1193","Australia","GBR159",-18.73144,147.72472
"1195","Australia","GBR161",-18.66084,147.70284
"1197","Australia","GBR160",-18.66173,147.7231
"1199","Australia","GBR162",-18.65153,147.70988
"1201","Australia","GBR168",-18.53599,147.53253
"1203","Australia","GBR177",-18.40566,147.44558
"1205","Australia","GBR178",-18.40403,147.44847
"1207","Australia","GBR179",-18.26883,147.37874
"1209","Australia","GBR180",-18.26705,147.38376
"1211","Australia","GBR181",-18.26259,147.37756
"1213","Australia","GBR163",-18.65069,147.40128
"1215","Australia","GBR164",-18.65033,147.40462
"1221","Maldives","MAL6",3.79793,72.70473
"1222","Maldives","MAL1",4.21548,73.48631
"1223","Maldives","MAL10",3.63686,72.93082
"1224","Maldives","MAL11",3.78353,72.96694
"1225","Maldives","MAL12",3.97386,73.49112
"1226","Maldives","MAL2",4.27899,73.5563
"1227","Maldives","MAL3",4.12838,72.83809
"1228","Maldives","MAL4",3.937,72.91217
"1229","Maldives","MAL5",3.72858,72.76084
"1230","Maldives","MAL7",3.47787,72.87493
"1231","Maldives","MAL8",3.59574,72.88331
"1232","Maldives","MAL9",3.58645,72.71877
"1233","Seychelles","SEY1",-4.5617,55.43125
"1234","Seychelles","SEY2",-4.59459018707275,55.4269790649414
"1235","Seychelles","SEY3",-4.63837,55.37519
"1236","Seychelles","SEY4",-4.63901,55.36755
"1237","Seychelles","SEY5",-4.61534,55.40671
"1238","Seychelles","SEY6",-4.6028,55.42263
"1239","Seychelles","SEY7",-4.59893,55.42454
"1241","Seychelles","SEY8",-4.58461,55.42991
"1242","Seychelles","SEY9",-4.61066,55.41761
"1243","Seychelles","SEY10",-4.66513,55.37209
"1244","Seychelles","SEY11",-4.66870021820068,55.3954086303711
"1245","Seychelles","SEY12",-4.61929,55.39012
"1246","Tanzania","TZN1",-10.19475,40.14412
"1247","Tanzania","TZN2",-10.20187,40.14165
"1248","Tanzania","TZN3",-10.23305,40.16885
"1249","Tanzania","TZN4",-10.23706,40.1873
"1250","Tanzania","TZN5",-10.23944,40.17892
"1251","Tanzania","TZN6",-10.26363,40.18838
"1252","Tanzania","TZN7",-10.26472,40.1908
"1253","Tanzania","TZN8",-10.25107,40.16205
"1254","Tanzania","TZN9",-10.31266,40.39043
"1255","Netherlands Antilles","BON1",12.03208,-68.25982
"1256","Netherlands Antilles","BON10",12.10111,-68.28755
"1257","Netherlands Antilles","BON11",12.07192,-68.28196
"1258","Netherlands Antilles","BON12",12.02624,-68.25249
"1259","Netherlands Antilles","BON13",12.03401,-68.2629
"1260","Netherlands Antilles","BON14",12.20998,-68.3217
"1261","Netherlands Antilles","BON2",12.06455,-68.28318
"1262","Netherlands Antilles","BON3",12.20461,-68.31464
"1263","Netherlands Antilles","BON4",12.21155,-68.32854
"1264","Netherlands Antilles","BON5",12.20594,-68.31682
"1265","Netherlands Antilles","BON6",12.2188,-68.35203
"1266","Netherlands Antilles","BON7",12.13128,-68.28501
"1267","Netherlands Antilles","BON8",12.10538,-68.29041
"1268","Netherlands Antilles","BON9",12.19982,-68.3086
"1269","Spain","CAN36",28.4021,-16.3283
"1272","Spain","CAN37",28.5858,-17.9116
"1274","Spain","CAN38",28.4553,-17.8444
"1276","Spain","CAN40",28.6784,-17.7654
"1277","Spain","CAN41",28.6742,-17.7647
"1278","Spain","CAN42",28.5469,-16.3698
"1280","Spain","CAN43",28.2878,-16.37839
"1281","Spain","CAN44",28.24809,-16.84349
"1283","Spain","CAN45",28.26846,-16.85099
"1288","Spain","CAN12",28.14238,-16.4387
"1289","Spain","CAN13",28.19274,-16.42234
"1294","Spain","CAN11",28.5085,-16.1811
"1301","Spain","CAN39",28.6715,-17.7639
"1307","Australia","NMP-C3",-23.14152,113.75364
"1310","Australia","NMP-C1",-23.17701,113.75987
"1317","Australia","NMP-C4",-23.19995,113.76354
"1330","Australia","NMP24",-23.20194,113.76248
"1332","Australia","NMP-P2",-23.31925,113.7807
"1335","Australia","NMP25",-23.19459,113.75209
"1337","Australia","NMP26",-23.2175,113.75466
"1339","Australia","NMP27",-23.13496,113.7404
"1341","Australia","NMP-BF1",-21.83921,114.17564
"1344","Australia","NMP-BF4",-21.83633,114.17777
"1349","Australia","NMP-BF2",-21.85245,114.16954
"1352","Australia","NMP-BF3",-21.86648,114.15926
"1355","French Polynesia","PAC1",-17.48149,-149.81842
"1356","French Polynesia","PAC2",-17.49221,-149.85392
"1358","French Polynesia","PAC3",-21.8089,-154.72712
"1359","French Polynesia","PAC4",-21.79699,-154.7145
"1360","French Polynesia","PAC5",-21.80433,-154.72078
"1362","French Polynesia","PAC6",-21.81136,-154.72792
"1364","French Polynesia","PAC7",-21.79135,-154.70135
"1366","French Polynesia","PAC8",-21.79902,-154.71623
"1370","Cook Islands","PAC9",-21.20091,-159.76789
"1371","Cook Islands","PAC10",-21.19587,-159.7935
"1373","Cook Islands","PAC11",-18.0483,-163.19341
"1377","Cook Islands","PAC12",-18.04635,-163.19069
"1378","Cook Islands","PAC13",-17.99609,-163.17459
"1380","Cook Islands","PAC14",-13.25131,-163.1132
"1382","Cook Islands","PAC15",-13.25559,-163.1111
"1384","Cook Islands","PAC16",-13.25158,-163.09743
"1386","Cook Islands","PAC17",-13.24783,-163.09517
"1388","Cook Islands","PAC18",-13.25593,-163.09905
"1390","Cook Islands","PAC19",-13.25037,-163.09197
"1392","Cook Islands","PAC20",-13.2541,-163.09476
"1394","Cook Islands","PAC21",-13.30521,-163.12854
"1396","Cook Islands","PAC22",-13.22792,-163.13067
"1398","Cook Islands","PAC23",-13.25201,-163.11956
"1400","Cook Islands","PAC24",-13.23017,-163.13503
"1402","Cook Islands","PAC25",-13.20604,-163.1329
"1404","American Samoa","PAC26",-14.1637,-169.68516
"1406","American Samoa","PAC27",-14.16394,-169.68718
"1408","American Samoa","PAC28",-14.16807,-169.68574
"1410","American Samoa","PAC29",-14.15962,-169.68162
"1412","American Samoa","PAC30",-14.17817,-169.65513
"1414","American Samoa","PAC31",-14.17125,-169.68514
"1416","American Samoa","PAC32",-14.16952,-169.68672
"1418","American Samoa","PAC33",-14.1644,-169.68301
"1420","American Samoa","PAC34",-14.5348,-168.16045
"1422","American Samoa","PAC35",-14.54903,-168.16197
"1424","American Samoa","PAC36",-14.54895,-168.15986
"1426","American Samoa","PAC37",-14.54343,-168.16185
"1428","American Samoa","PAC38",-14.53794,-168.15357
"1430","American Samoa","PAC39",-14.54156,-168.15939
"1432","American Samoa","PAC40",-14.53308,-168.1567
"1434","American Samoa","PAC41",-14.53066,-168.15526
"1436","American Samoa","PAC42",-14.28339,-170.66541
"1438","American Samoa","PAC43",-14.28387,-170.67467
"1440","Samoa","PAC44",-13.81993,-171.76126
"1442","Samoa","PAC45",-13.82238,-171.76149
"1443","Tonga","PAC46",-15.92787,-173.76078
"1445","Tonga","PAC47",-15.93318,-173.77358
"1446","Tonga","PAC48",-15.93205,-173.77547
"1448","Tonga","PAC49",-15.93163,-173.77721
"1450","Tonga","PAC50",-15.92843,-173.77272
"1452","Tonga","PAC51",-18.03079,-174.33005
"1454","Tonga","PAC52",-19.96625,-174.49686
"1456","Tonga","PAC53",-19.9579,-174.49818
"1458","Tonga","PAC54",-19.96071,-174.48224
"1459","Tonga","PAC55",-20.50344,-174.7452
"1461","Tonga","PAC56",-20.50211,-174.74473
"1463","Tonga","PAC57",-20.5037,-174.7408
"1464","Tonga","PAC58",-21.11765,-175.16484
"1466","Tonga","PAC59",-21.10983,-174.98039
"1468","Tonga","PAC60",-21.10966,-174.97932
"1470","Tonga","PAC61",-23.62046,-178.89626
"1472","Tonga","PAC62",-23.62182,-178.92987
"1474","Tonga","PAC63",-23.64301,-178.93475
"1476","Tonga","PAC64",-23.64528,-178.92802
"1478","Tonga","PAC65",-23.63376,-178.93247
"1480","Tonga","PAC66",-23.62661,-178.93747
"1481","Tonga","PAC67",-23.93938,-179.12593
"1483","Tonga","PAC68",-23.94246,-179.11598
"1485","Tonga","PAC69",-23.93732,-179.13583
"1487","Brazil","BRA1",-17.95912,-38.65565
"1489","Brazil","BRA10",-17.69942,-38.94211
"1491","Brazil","BRA2",-17.99809,-38.67134
"1493","Brazil","BRA3",-17.96548,-38.69404
"1495","Brazil","BRA4",-17.98364,-38.66773
"1497","Brazil","BRA5",-17.96062,-38.69363
"1499","Brazil","BRA6",-17.96253,-38.6964
"1501","Brazil","BRA7",-17.47842,-39.02808
"1505","Brazil","BRA8",-17.66486,-38.99882
"1507","Brazil","BRA9",-17.66664,-38.99719
"1509","Chile","EI5",-26.47167,-105.36776
"1510","Chile","EI1",-26.47427,-105.36414
"1512","Chile","EI3",-26.47216,-105.36455
"1514","Chile","EI7",-26.46919,-105.36143
"1515","United States","HAWAII1",21.28665,-157.86125
"1517","United States","HAWAII2",21.2735,-157.83919
"1518","United States","HAWAII3",21.26188,-157.82866
"1520","United States","HAWAII4",21.28786,-157.86465
"1521","United States","HAWAII6",21.65314,-158.06386
"1522","United States","HAWAII5",21.65421,-158.06438
"1523","United States","HAWAII7",21.63611,-158.06952
"1524","United States","HAWAII8",21.27118,-157.6926
"1525","United States","HAWAII9",21.26966,-157.69544
"1526","Japan","JAPAN5",26.4438,127.77268
"1527","Japan","JAPAN6",26.65446,127.85755
"1528","Japan","JAPAN7",26.66396,127.87361
"1529","Japan","JAPAN8",26.62606,127.85894
"1530","Japan","JAPAN9",26.60083,127.91458
"1531","Japan","JAPAN10",26.64556,127.82425
"1533","Japan","JAPAN11",26.63394,127.86467
"1534","Japan","JAPAN12",26.63462,127.86521
"1540","Solomon Islands","SOL5",-8.0252,156.79948
"1541","Solomon Islands","SOL4",-8.01299,156.75628
"1542","Solomon Islands","SOL3",-8.11317,156.91073
"1543","Solomon Islands","SOL2",-8.13474,156.96666
"1544","Solomon Islands","SOL1",-8.09965,156.86837
"1545","Spain","CAN16",28.3416,-16.9198
"1546","Spain","CAN17",28.3423,-16.9179
"1553","Spain","CAN18",28.3429,-16.9213
"1555","Spain","CAN15",28.27456,-16.38328
"1559","Spain","CAN19",28.4013,-16.3312
"1562","Spain","CAN20",28.4009,-16.332
"1564","Spain","CAN21",28.29452,-16.37373
"1568","Spain","CAN22",28.40484,-16.31606
"1569","Spain","CAN23",28.40742,-16.31047
"1572","Spain","CAN24",28.22075,-16.41267
"1575","Spain","CAN25",28.4061,-16.3148
"1579","Spain","CAN26",28.23907,-16.40304
"1580","Spain","CAN27",28.09883,-16.47955
"1583","Spain","CAN28",28.09427,-16.48191
"1585","Spain","CAN29",28.24048,-16.40157
"1586","Spain","CAN30",28.11894,-16.46277
"1589","Spain","CAN31",28.2195,-16.4132
"1595","Spain","CAN32",28.9186,-13.68179
"1596","Spain","CAN33",28.9182,-13.6665
"1597","Spain","CAN34",28.91979,-13.67615
"1598","Spain","CAN46",28.917,-13.6942
"1600","Chile","EI10",-27.10899,-109.42207
"1602","Chile","EI11",-27.14517,-109.43736
"1605","Chile","EI12",-27.14813,-109.43549
"1607","Chile","EI13",-27.14784,-109.43746
"1608","Chile","EI14",-27.14409,-109.43516
"1610","Chile","EI15",-27.11061,-109.42365
"1611","Chile","EI16",-27.1629,-109.44569
"1612","Chile","EI17",-27.10952,-109.42402
"1614","Chile","EI2",-26.46935,-105.36454
"1616","Chile","EI4",-26.47464,-105.35948
"1617","Chile","EI6",-26.47387,-105.35848
"1618","Chile","EI8",-26.47477,-105.36463
"1619","Chile","EI9",-27.13317,-109.42881
"1621","French Polynesia","FP23",-23.10033,-134.86394
"1622","French Polynesia","FP24",-23.16183,-134.85622
"1623","French Polynesia","FP25",-23.15601,-134.85638
"1624","French Polynesia","FP26",-23.17137,-134.8552
"1625","French Polynesia","FP27",-23.16588,-134.85559
"1626","French Polynesia","FP28",-23.15316,-135.06086
"1627","French Polynesia","FP29",-23.13161,-135.02269
"1628","French Polynesia","FP30",-23.15663,-135.02109
"1629","French Polynesia","FP31",-18.08692,-140.99935
"1630","French Polynesia","FP32",-18.06747,-141.00187
"1631","French Polynesia","FP33",-18.07502,-141.00571
"1632","French Polynesia","FP34",-16.61614,-143.56057
"1633","French Polynesia","FP35",-16.61599,-143.56037
"1634","French Polynesia","FP38",-16.45038,-143.95858
"1635","French Polynesia","FP39",-16.44199,-143.96499
"1636","French Polynesia","FP40",-16.85665,-144.65797
"1637","French Polynesia","FP41",-16.85728,-144.65622
"1638","French Polynesia","FP42",-16.85098,-144.68583
"1639","French Polynesia","FP43",-16.84849,-144.68697
"1640","French Polynesia","FP44",-16.84893,-144.8958
"1641","French Polynesia","FP45",-16.83877,-144.69469
"1642","French Polynesia","FP48",-16.70424,-145.36034
"1644","French Polynesia","FP49",-16.50639,-145.46147
"1645","French Polynesia","FP50",-16.5169,-145.45592
"1646","French Polynesia","FP51",-16.51503,-145.46203
"1647","French Polynesia","FP52",-16.07974,-145.69262
"1649","French Polynesia","FP53",-16.07705,-145.70184
"1650","French Polynesia","FP54",-16.07184,-145.70228
"1652","French Polynesia","FP55",-16.07667,-145.70985
"1653","French Polynesia","FP56",-15.9408,-145.91479
"1654","French Polynesia","FP57",-15.92323,-145.88571
"1655","French Polynesia","FP58",-15.94692,-145.88106
"1656","French Polynesia","FP59",-15.79749,-146.15323
"1657","French Polynesia","FP60",-15.78889,-146.14106
"1658","French Polynesia","FP61",-15.55977,-146.24266
"1659","French Polynesia","FP62",-15.55443,-146.24031
"1660","French Polynesia","FP63",-23.13814,-134.9196
"1662","French Polynesia","FP64",-23.12841,-134.90519
"1663","French Polynesia","FP65",-23.12842,-134.90345
"1666","French Polynesia","FP66",-23.10007,-134.8743
"1668","French Polynesia","FP67",-23.10112,-134.86613
"1669","French Polynesia","FP68",-23.09825,-134.86741
"1670","French Polynesia","FP69",-23.16863,-135.04515
"1671","French Polynesia","FP70",-23.10189,-134.86706
"1672","Ecuador","GAL1",-0.75988,-90.30595
"1682","Colombia","MPL6",4.00039,-81.60784
"1683","Colombia","MPL7",3.99869,-81.61169
"1684","Colombia","MPL8",4.00738,-81.60432
"1685","Pitcairn Islands","PIT1",-24.68358,-124.80179
"1687","Pitcairn Islands","PIT2",-24.66426,-124.80243
"1688","Pitcairn Islands","PIT3",-24.349,-128.349
"1690","Pitcairn Islands","PIT4",-24.36073,-128.35643
"1691","Pitcairn Islands","PIT5",-24.3374,-128.3449
"1692","Nicaragua","NIC3",11.11445,-85.78568
"1693","Nicaragua","NIC4",11.12183,-85.79685
"1694","Nicaragua","NIC5",11.13162,-85.80593
"1697","Nicaragua","NIC7",11.18912,-85.83932
"1699","Nicaragua","NIC11",11.26068,-85.8922
"1701","Nicaragua","NIC9",11.22128,-85.85402
"1702","Nicaragua","NIC10",11.23402,-85.86903
"1704","Nicaragua","NIC12",11.27203,-85.90358
"1706","Nicaragua","NIC13",11.28158,-85.90665
"1708","Nicaragua","NIC14",11.2951,-85.92125
"1710","Nicaragua","NIC1",11.10952,-85.78047
"1711","Nicaragua","NIC2",11.10745,-85.77317
"1712","Mozambique","MOZ1",-16.64002,39.72853
"1713","Mozambique","MOZ2",-16.65718,39.72448
"1715","Mozambique","MOZ3",-16.65562,39.71567
"1717","Australia","CS1",-19.29696,152.23517
"1718","Australia","CS2",-19.28441,152.21197
"1719","Australia","CS3",-19.28476,152.22077
"1720","Australia","CS4",-19.23026,152.32594
"1721","Australia","CS6",-19.25796,152.34184
"1722","Australia","CS7",-19.1254,152.38809
"1724","Australia","CS8",-19.09532,152.38714
"1731","Australia","CS5",-19.25323,152.3482
"1733","Australia","CS9",-16.92194,149.20002
"1735","Australia","CS10",-16.94777,149.18262
"1737","Australia","CS11",-16.93653,149.19696
"1738","Australia","CS12",-16.93007,149.19332
"1739","Australia","CS13",-16.92822,149.20228
"1740","Australia","CS14",-16.93573,149.99411
"1741","Australia","CS15",-16.92247,150.00647
"1742","Australia","CS16",-16.92251,150.01143
"1743","Australia","CS17",-16.97162,149.90476
"1744","Australia","CS18",-16.96134,149.90547
"1753","French Polynesia","FP36",-16.61563,-143.55919
"1754","French Polynesia","FP37",-16.63017,-143.57169
"1759","Papua New Guinea","PNG1",-5.09096,150.19649
"1760","Papua New Guinea","PNG2",-5.23625,150.10628
"1761","Papua New Guinea","PNG3",-5.30049,150.10766
"1762","Papua New Guinea","PNG4",-5.23648,150.17148
"1763","Papua New Guinea","PNG5",-5.29823,150.15976
"1764","Papua New Guinea","PNG6",-5.15591,150.15976
"1765","Papua New Guinea","PNG8",-5.2918,150.13112
"1766","Papua New Guinea","PNG9",-5.43439,150.08724
"1767","Papua New Guinea","PNG10",-4.24195,152.01956
"1768","Papua New Guinea","PNG7",-5.23387,150.10262
"1770","Australia","NI14",-29.06172,167.95021
"1780","New Zealand","KER8",-29.28343,-177.89233
"1782","New Zealand","KER9",-29.28075,-177.89578
"1783","New Zealand","KER10",-29.24917,-177.89496
"1784","New Zealand","KER12",-29.28089,-177.90442
"1785","New Zealand","KER13",-29.29627,-177.91518
"1786","New Zealand","KER14",-29.29233,-177.96092
"1787","New Zealand","KER7",-29.24814,-177.87839
"1791","New Zealand","KER11",-29.28177,-177.90259
"1798","Australia","EMR4",-29.44751,159.05391
"1800","Australia","EMR5",-29.44269,159.06088
"1802","Australia","EMR6",-29.44366,159.06796
"1804","Australia","EMR8",-29.44563,159.09369
"1806","Australia","EMR9",-29.44278,159.11231
"1808","Australia","EMR10",-29.44246,159.11843
"1810","Australia","EMR11",-29.44803,159.11499
"1812","Australia","EMR16",-29.45407,159.04857
"1814","Australia","EMR21",-29.95787,159.02814
"1816","Australia","EMR22",-29.96119,159.03659
"1818","Australia","EMR23",-29.92823,159.02745
"1820","Australia","EMR25",-29.91181,159.08131
"1822","Australia","EMR26",-29.92682,159.04417
"1824","Australia","EMR27",-29.91731,159.06029
"1826","Australia","EMR28",-29.9305,159.06213
"1828","Australia","EMR32",-29.95612,159.12732
"1830","Australia","EMR1",-29.45103,159.06227
"1832","Australia","EMR2",-29.45683,159.0622
"1834","Australia","EMR3",-29.46451,159.06873
"1836","Australia","EMR7",-29.44,159.09315
"1838","Australia","EMR12",-29.42234,159.11073
"1840","Australia","EMR13",-29.42655,159.12611
"1842","Australia","EMR14",-29.43351,159.13542
"1844","Australia","EMR15",-29.4341,159.09479
"1846","Australia","EMR17",-29.45221,159.04988
"1848","Australia","EMR18",-29.92554,159.0511
"1850","Australia","EMR19",-29.93329,159.0561
"1852","Australia","EMR20",-29.93192,159.06155
"1854","Australia","EMR24",-29.911,159.0691
"1856","Australia","EMR29",-29.91656,159.05681
"1858","Australia","EMR30",-29.92296,159.09285
"1860","Australia","EMR31",-29.93369,159.09714
"1862","Australia","EMR33",-29.95796,159.12759
"1864","Vanuatu","VAN1",-17.563,168.229
"1866","Spain","CAN48",28.3733,-16.7526
"1868","Spain","CAN59",28.022,-16.609
"1870","Spain","CAN58",28.021,-16.609
"1872","Spain","CAN57",28.1183,-16.7771
"1874","Spain","CAN56",28.079,-16.738
"1876","Spain","CAN55",28.179,-16.818
"1878","Spain","CAN54",28.178,-16.814
"1880","Spain","CAN52",28.0871,-16.4903
"1882","Spain","CAN47",28.662,-17.769
"1884","Spain","CAN60",28.28389,-16.86394
"1885","Spain","CAN61",28.22907,-16.84297
"1886","Spain","CAN62",28.17015,-16.80522
"1887","Spain","CAN63",28.11259,-16.76967
"1888","Spain","CAN64",28.00787,-16.6613
"1889","Spain","CAN65",28.02814,-16.59582
"1890","Spain","CAN66",28.02627,-16.7056
"1891","Spain","CAN67",28.04207,-16.71111
"1892","Spain","CAN68",28.08988,-16.74369
"1893","Spain","CAN69",28.15361,-16.43057
"1894","Australia","CS19",-23.25791,155.53659
"1896","Australia","CS20",-23.24725,155.53484
"1898","Australia","CS21",-23.25288,155.55157
"1900","Australia","CS22",-23.25491,155.55458
"1902","Australia","CS23",-23.24037,155.55701
"1904","Australia","CS24",-23.24474,155.54233
"1906","Australia","CS25",-23.244,155.54893
"1908","Australia","CS26",-23.24441,155.56322
"1910","Australia","CS27",-23.24794,155.56715
"1912","Australia","CS28",-23.24175,155.56126
"1914","Australia","CS29",-22.16999,155.47559
"1916","Australia","CS30",-22.16676,155.46684
"1918","Australia","CS31",-22.17677,155.47404
"1920","Australia","CS32",-22.17306,155.47695
"1922","Australia","CS33",-22.16356,155.45378
"1924","Australia","CS34",-22.17084,155.45462
"1925","Australia","CS35",-22.16866,155.45081
"1927","Australia","CS36",-22.1854,155.36165
"1929","Australia","CS37",-22.1868,155.36615
"1931","Australia","CS38",-22.18586,155.35576
"1933","Australia","CS39",-22.18985,155.35547
"1935","Australia","CS40",-22.19702,155.30064
"1937","Australia","CS41",-22.1977,155.29443
"1939","Australia","CS42",-22.18602,155.17601
"1941","Australia","CS43",-22.18826,155.17004
"1943","Australia","CS44",-22.17629,155.16463
"1945","Australia","CS45",-22.17583,155.17796
"1947","Australia","CS46",-21.85174,153.52123
"1949","Australia","CS47",-21.89659,153.5435
"1951","Australia","CS48",-21.89729,153.53757
"1953","Australia","CS49",-21.8,153.5
"1955","Australia","CS50",-21.91736,153.57968
"1957","Australia","CS51",-21.91631,153.58669
"1959","Australia","CS52",-21.25707,155.7542
"1961","Australia","CS53",-21.2603,155.7551
"1963","Australia","CS54",-21.25066,155.75829
"1965","Australia","CS55",-21.2535,155.76086
"1967","Australia","CS56",-21.248,155.76361
"1969","Australia","CS57",-21.24541,155.76497
"1971","Australia","CS58",-21.19993,155.76575
"1973","Australia","CS59",-21.20369,155.76593
"1975","Australia","CS60",-21.20282,155.77281
"1977","Australia","CS61",-21.20865,155.76982
"1979","Australia","CS62",-20.98007,154.39075
"1981","Australia","CS63",-21.0003,154.3944
"1983","Australia","CS64",-20.99787,154.39374
"1985","Australia","CS65",-21.0065,154.39197
"1987","Australia","CS66",-21.00829,154.38995
"1989","Australia","CS67",-21.01246,154.38369
"1991","Australia","CS68",-20.9767,154.34532
"1993","Australia","CS69",-20.99268,154.34946
"1995","Australia","CS70",-21.00132,154.36082
"1997","Australia","CS71",-21.02028,154.3699
"1999","Australia","CS72",-21.02036,154.37269
"2001","Australia","CS73",-20.93697,154.39572
"2003","Australia","CS74",-20.93624,154.39723
"2005","Australia","CS75",-17.40128,155.86461
"2007","Australia","CS76",-17.40318,155.86641
"2009","Australia","CS77",-17.4219093322754,155.851501464844
"2011","Australia","CS78",-17.41968,155.85163
"2013","Australia","CS79",-17.4316,155.85352
"2015","Australia","CS80",-17.4166,155.86227
"2017","Australia","CS81",-17.41488,155.8633
"2019","Australia","CS82",-17.4097595214844,155.86181640625
"2021","Australia","CS83",-17.38658,155.87503
"2022","Australia","CS84",-17.39014,155.86067
"2024","Australia","CS85",-17.38725,155.85807
"2026","Australia","CS86",-17.38807,155.8573
"2028","Australia","CS87",-17.3908,155.85532
"2030","Australia","CS88",-17.3766,155.84853
"2032","Australia","CS89",-17.11452,152.08067
"2034","Australia","CS90",-17.11768,152.07475
"2036","Australia","CS91",-17.12437,152.07445
"2038","Australia","CS92",-17.12526,152.0759
"2040","Australia","CS93",-17.12542,152.0778
"2042","Australia","CS94",-17.11595,151.9976
"2043","Australia","CS170",-17.119,152.0003
"2044","Australia","CS95",-17.11683,152.00083
"2046","Australia","CS96",-17.11373,151.96057
"2048","Australia","CS97",-17.1112,151.9607
"2050","Australia","CS98",-17.11325,151.84188
"2052","Australia","CS99",-17.11488,151.84062
"2054","Australia","CS100",-17.35843,151.52992
"2056","Australia","CS101",-17.41432,151.07258
"2058","Australia","CS102",-17.41703,151.07128
"2060","Australia","CS103",-17.43525,151.07027
"2062","Australia","CS104",-17.4347,151.07127
"2063","Australia","CS105",-17.45072,150.95122
"2065","Australia","CS106",-17.45238,150.95282
"2067","Australia","CS107",-17.65732,150.82337
"2069","Australia","CS108",-17.6565,150.82523
"2071","Australia","CS109",-17.65543,150.82493
"2073","Australia","CS110",-17.71175,150.73692
"2075","Australia","CS111",-17.71298,150.7345
"2077","Australia","CS112",-17.77302,150.63468
"2079","Australia","CS113",-17.77473,150.63277
"2081","Australia","CS114",-17.77347,150.6329
"2085","Australia","CS116",-18.07193,149.61072
"2087","Australia","CS117",-18.07257,149.61212
"2089","Australia","CS118",-18.0704,149.61337
"2091","Australia","CS119",-18.06817,149.61798
"2093","Australia","CS120",-17.86107,148.46912
"2094","Australia","CS121",-17.86169,148.47146
"2096","Australia","CS122",-17.87718,148.51165
"2098","Australia","CS123",-17.82899,148.50514
"2100","Australia","CS124",-17.82752,148.50348
"2102","Australia","CS125",-17.71423,148.44453
"2104","Australia","CS126",-17.71666,148.43873
"2106","Australia","CS127",-17.71505,148.4373
"2108","Australia","CS128",-17.70575,148.4606
"2110","Australia","CS129",-17.70304,148.46176
"2112","Australia","CS130",-16.93133,149.999
"2114","Australia","CS131",-16.93012,150.00203
"2116","Australia","CS132",-16.93157,149.99043
"2118","Australia","CS133",-16.93318,149.99036
"2120","Australia","CS134",-16.9366,150.00092
"2122","Australia","CS135",-16.59405,150.33423
"2124","Australia","CS136",-16.60686,150.32983
"2126","Australia","CS137",-16.59837,150.33033
"2128","Australia","CS138",-16.5971,150.34097
"2130","Australia","CS139",-16.53378,150.26845
"2132","Australia","CS140",-16.53091,150.26973
"2134","Australia","CS141",-16.52097,150.27712
"2136","Australia","CS142",-16.29778,149.95966
"2138","Australia","CS143",-16.29907,149.96294
"2140","Australia","CS144",-16.28601,149.95958
"2142","Australia","CS145",-16.2927,149.96138
"2144","Australia","CS146",-16.49974,147.84345
"2146","Australia","CS147",-16.51274,147.84033
"2148","Australia","CS148",-16.50813,147.84016
"2150","Australia","CS149",-16.50487,147.84137
"2152","Australia","CS150",-16.49493,147.84932
"2154","Australia","CS151",-16.47592,147.86608
"2156","Australia","CS152",-16.46823,147.86472
"2158","Australia","QLD71",-25.90016,153.18356
"2160","Australia","GBR265",-22.37484,152.5451
"2164","Australia","GBR153",-19.30442,147.62544
"2168","Australia","CS153",-13.85535,146.62455
"2170","Australia","CS154",-13.854,146.6254
"2171","Australia","CS155",-13.8914,146.55312
"2174","Australia","CS156",-13.88295,146.56243
"2176","Australia","CS157",-13.8954,146.5576
"2178","Australia","CS158",-13.87003,146.57765
"2180","Australia","GBR236",-13.9568,143.8381
"2182","Australia","GBR235",-13.96303,143.83638
"2184","Australia","CS159",-13.8527,146.574
"2186","Australia","GBR237",-12.40092,143.37201
"2187","Australia","GBR238",-12.09593,143.25527
"2189","Australia","GBR240",-12.08897,143.25535
"2192","Australia","GBR239",-12.09221,143.25496
"2194","Australia","GBR241",-12.08221,143.25496
"2196","Australia","NWS1",-12.7982301712036,124.26815032959
"2198","Australia","NWS2",-12.5583,124.0382
"2199","Australia","NWS5",-11.97961,123.38074
"2201","Australia","NWS6",-11.97448,123.38116
"2203","Australia","NWS8",-11.97908,123.36079
"2204","Australia","NWS11",-11.98059,123.33523
"2206","Australia","NWS12",-11.97626,123.33757
"2208","Australia","NWS13",-11.9834,123.3271
"2209","Australia","NWS15",-12.2159,123.00575
"2211","Australia","NWS17",-12.24179,122.99063
"2212","Australia","NWS20",-12.24414,123.00182
"2213","Australia","NWS21",-12.24405,122.99881
"2214","Australia","NWS23",-12.23384,122.99001
"2215","Australia","NWS26",-13.62389,121.99474
"2216","Australia","NWS27",-14.07039,121.96127
"2217","Australia","NWS30",-14.14184,121.9589
"2218","Australia","NWS31",-14.14383,121.95693
"2219","Australia","NWS32",-14.10934,121.96473
"2220","Australia","NWS33",-14.05597,121.95847
"2221","Australia","NWS34",-14.06257,121.9653
"2222","Australia","NWS35",-14.0717,121.95083
"2223","Australia","NWS36",-14.0747,121.78767
"2224","Australia","NWS37",-14.0453,121.78072
