,country,site_id,site_name,year_est,lfp,priority,included
4765,Costa Rica,AICRI22,tempisque conservation area - caletas ario national wildlife refuge - marine protection zone,2006,4,High,#N/A
4749,Costa Rica,AICRI209,estero puntarenas wetlands and mangroves - minimal intervention zone,2001,,,Costa Rica
4768,Costa Rica,AICRI27,tempisque conservation area - camaronal national wildlife refuge - protection zone,2006,4,High,#N/A
4753,Costa Rica,AICRI21,tempisque conservation area - caletas ario national wildlife refuge - restricted use zone,2006,,,Costa Rica
4755,Costa Rica,AICRI210,estero puntarenas wetlands and mangroves - low intervention zone,2001,,,Costa Rica
4759,Costa Rica,AICRI211,estero puntarenas wetlands and mangroves - medium intervention zone,2001,,,Costa Rica
4766,Costa Rica,AICRI241,tempisque conservation area - corral de piedra palustrine wetland - buffer zone,1994,,,Costa Rica
4769,Costa Rica,AICRI35,la amistad caribbean conservation area - gandoca manzanillo national wildlife refuge - gandoca lagoon,1985,,,Costa Rica
4770,Costa Rica,AICRI37,la amistad caribbean conservation area - gandoca manzanillo national wildlife refuge - marine minimum intervention zone,1985,,,Costa Rica
4772,Costa Rica,AICRI38,la amistad caribbean conservation area - gandoca manzanillo national wildlife refuge - marine low intervention zone,1985,,,Costa Rica
4776,Costa Rica,AICRI40,la amistad caribbean conservation area - gandoca manzanillo national wildlife refuge - terrestrial minimum intervention zone,1985,,,Costa Rica
4784,Costa Rica,AICRI52,isla del coco national park marine protected area,1984,5,High,#N/A
4778,Costa Rica,AICRI41,la amistad caribbean conservation area - gandoca manzanillo national wildlife refuge - terrestrial low intervention zone - sea turtle nesting beaches,1985,,,Costa Rica
4779,Costa Rica,AICRI42,la amistad caribbean conservation area - gandoca manzanillo national wildlife refuge - terrestrial low intervention zone,1985,,,Costa Rica
4780,Costa Rica,AICRI49,isla del coco national park - public use zone,1978,1,High,Costa Rica
4783,Costa Rica,AICRI50,isla del coco national park - special use zone,1978,,,Costa Rica
4789,Costa Rica,AICRI54,isla del coco national park - minimal intervention zone - conservation 1-a subzone,1978,,,Costa Rica
4794,Costa Rica,AICRI56,isla del coco national park - low intervention zone - conservation 2-a subzone,1978,4,High,Costa Rica
4796,Costa Rica,AICRI57,isla del coco national park - low intervention zone - navigation 2-b subzone,1978,,,Costa Rica
4797,Costa Rica,AICRI61,isla del coco national park - medium intervention zone - 3-c dive sites subzone,1978,1,High,Costa Rica
4282,Bermuda,AIBMU101,smith's island nature reserve,,,,Bermuda
4283,Bermuda,AIBMU106,spanish point islands nature reserve,,,,Bermuda
4285,Bermuda,AIBMU109,walsingham nature reserve,,,,Bermuda
4286,Bermuda,AIBMU113,wilkinson memorial nature reserve,,,,Bermuda
4432,British Virgin Islands,AIBVI26,cockroach island bird sanctuary,,,,British Virgin Islands
4433,British Virgin Islands,AIBVI28,cooper island bird sanctuary,,,,British Virgin Islands
4823,Cuba,AICU36,jardines de la reina,,,,#N/A
4452,British Virgin Islands,AIBVI56a,dead chest island bird sanctuary,,,,British Virgin Islands
4450,British Virgin Islands,AIBVI53a,east seal dog island bird sanctuary,,,,British Virgin Islands
4866,Germany,AIDEU162,küsten- und dünenlandschaften amrums,,,,#N/A
4870,Germany,AIDEU67,geltinger birk,,,,#N/A
4874,Germany,AIDEU68,unterems und außenems,,,,#N/A
4882,Germany,AIDEU69,unterweser,,,,#N/A
4436,British Virgin Islands,AIBVI30,george dog island bird sanctuary,,,,British Virgin Islands
4901,Germany,AIDEU71,traveförde und angrenzende flächen,,,,#N/A
4907,Germany,AIDEU72,küste klützer winkel und ufer von dassower see und trave,,,,#N/A
4455,British Virgin Islands,AIBVI59,ginger island bird sanctuary,,,,British Virgin Islands
4932,Germany,AIDEU74,schleswig-holsteinisches elbästuar und angrenzende flächen,,,,#N/A
4437,British Virgin Islands,AIBVI32,great dog island bird sanctuary,,,,British Virgin Islands
4958,Germany,AIDEU76,küstenlandschaft südostrügen,,,,#N/A
4438,British Virgin Islands,AIBVI33,great tobago island bird sanctuary,,,,British Virgin Islands
4974,Germany,AIDEU78,emsmarsch von leer bis emden,,,,#N/A
4981,Germany,AIDEU79,stoltera bei rostock,,,,#N/A
4454,British Virgin Islands,AIBVI57a,little tobago island bird sanctuary,,,,British Virgin Islands
4983,Germany,AIDEU82,jasmund,,,,#N/A
4440,British Virgin Islands,AIBVI37,mosquito island bird sanctuary,,,,British Virgin Islands
4988,Germany,AIDEU85,strandniederungen südlich neustadt,,,,#N/A
4990,Germany,AIDEU86,luneplate,,,,#N/A
4992,Germany,AIDEU87,hemmelmarker see,,,,#N/A
4441,British Virgin Islands,AIBVI39,necker island bird sanctuary,,,,British Virgin Islands
4997,Germany,AIDEU91,hohenfelder mühlenau,,,,#N/A
4999,Germany,AIDEU92,"peenemünder haken, struck und ruden - gebietsteil a",,,,#N/A
5004,Germany,AIDEU94,wustrow,,,,#N/A
5006,Germany,AIDEU95,biosphärenreservat südost-rügen,,,,#N/A
5014,Djbouti,AIDJI4,haramous marine protected area,,,,#N/A
5016,Djbouti,AIDJI5,iles musha et maskhali marine protected area,,,,#N/A
5020,Djbouti,AIDJI6,sep freres marine protected area,,,,#N/A
5029,Dominica,AIDM4,cabrits national park and marine reserve,,,,#N/A
5030,Dominica,AIDM5,soufriere/scott's head marine reserve,,,,#N/A
5031,Dominican Republic,AIDO12,guaraguao punta catuano,,,,#N/A
5034,Dominican Republic,AIDO14,cayos siete hermanos national wildlife refuge,,,,#N/A
5038,Dominican Republic,AIDO15,humedales del bajo yaque del sur national wildlife refuge,,,,#N/A
5040,Dominican Republic,AIDO16,la gran laguna o perucho national wildlife refuge,,,,#N/A
5042,Dominican Republic,AIDO19,manglar de la jina national wildlife refuge,,,,#N/A
5046,Dominican Republic,AIDO20,manglares de puerto viejo national wildlife refuge,,,,#N/A
5048,Dominican Republic,AIDO22,río soco national wildlife refuge,,,,#N/A
5050,Dominican Republic,AIDO23,isla catalina natural monument,,,,#N/A
5052,Dominican Republic,AIDO24,costa azul via panoramica,,,,#N/A
5055,Dominican Republic,AIDO27,la caleta underwater national park,,,,#N/A
5056,Dominican Republic,AIDO28,montecristi underwater national park,,,,#N/A
5064,Dominican Republic,AIDO3,bancos de la plata y de la navidad marine mammal sanctuary,,,,#N/A
5157,Dominican Republic,AIDO32,cabo rojo-bahia de las aguilas,,,,#N/A
5159,Dominican Republic,AIDO33,francisco alberto caamano national park,,,,#N/A
5170,Dominican Republic,AIDO34,la hispaniola national park,,,,#N/A
5174,Dominican Republic,AIDO35,laguna gri-gri,,,,#N/A
5175,Dominican Republic,AIDO36,playa blanca,,,,#N/A
5176,Dominican Republic,AIDO39,punta bayahibe,,,,#N/A
5177,Dominican Republic,AIDO4,santuario marino del norte,,,,#N/A
5180,Dominican Republic,AIDO7,cotubanamá scientific reserve,,,,#N/A
5192,Dominican Republic,AIDO8,jaragua national park,,,,#N/A
4456,British Virgin Islands,AIBVI60,peter island bird sanctuary,,,,British Virgin Islands
5213,Algeria,AIDZA4,iles habibas,,,,#N/A
4446,British Virgin Islands,AIBVI47,prickly pear bird sanctuary,,,,British Virgin Islands
4443,British Virgin Islands,AIBVI43,round rock island bird sanctuary,,,,British Virgin Islands
4458,British Virgin Islands,AIBVI61,saba island bird sanctuary,,,,British Virgin Islands
5225,Ecuador,AIECU112,isla santay,,,,#N/A
4444,British Virgin Islands,AIBVI44,salt island bird sanctuary,,,,British Virgin Islands
5233,Ecuador,AIECU18,galera san francisco,,,,#N/A
5240,Ecuador,AIECU192,galapagos marine reserve,2000,3,High,#N/A
5362,Ecuador,AIECU193,galapagos national park,1959,1,High,#N/A
4449,British Virgin Islands,AIBVI50,st. eustatia bird sanctuary,,,,British Virgin Islands
5480,Ecuador,AIECU36,pacoche,,,,#N/A
4801,Costa Rica,AICRI68,central pacific conservation area - manuel antonio national park - extensive public use zone,,,,Costa Rica
5492,Ecuador,AIECU39,cantagallo - machalilla,2005,3,High,#N/A
5503,Ecuador,AIECU46,machalilla,1979,3,High,#N/A
5510,Ecuador,AIECU56,bajo cope,,,,#N/A
5517,Ecuador,AIECU61,puntilla de santa elena,,,,#N/A
5524,Ecuador,AIECU66,playas de villamil,,,,#N/A
5526,Ecuador,AIECU72,manglares el morro,,,,#N/A
5532,Egypt,AIEGY9,burullus,,,,#N/A
5551,Spain,AIESP101,àrea marina costa de llevant,,,,#N/A
5554,Spain,AIESP102,costa de llevant,,,,#N/A
5559,Spain,AIESP103,portocolom,2004,2,High,#N/A
5560,Spain,AIESP112,arxipèlag de cabrera,2019,2,High,#N/A
4800,Costa Rica,AICRI67,central pacific conservation area - manuel antonio national park - restricted use zone,,,,Costa Rica
5571,Spain,AIESP122,es rajolí,,,,#N/A
4700,Costa Rica,AICRI13,la amistad caribbean conservation area - cahuita national park: absolute protection zone,,,,Costa Rica
5575,Spain,AIESP138,port des canonge,,,,#N/A
5577,Spain,AIESP139,s'estaca - punta de deià,,,,#N/A
5579,Spain,AIESP149,reserva marina del levante de mallorca - cala rajada,2007,4,High,#N/A
5583,Spain,AIESP153,badies de pollença i alcúdia,1997,3,High,#N/A
5593,Spain,AIESP154,muntanyes d'artà,2000,3,High,#N/A
5599,Spain,AIESP155,punta de n'amer,,,,#N/A
21111,Mexico,AIMEX149b,arrecife alacranes national park - preservation zone,2000,,,Mexico
5605,Spain,AIESP173,cala figuera,,2,High,#N/A
5606,Spain,AIESP178,àrea marina cap de cala figuera,,,,#N/A
21101,Mexico,AIMEX149a,arrecife alacranes national park - restricted use zone,2000,,,Mexico
21115,Mexico,AIMEX149c,arrecife alacranes national park - sustainable use zone,2000,,,Mexico
21648,Mexico,AIMEX220,arrecife de puerto morelos,1998,,,Mexico
5614,Spain,AIESP204,espacio marino de illes columbretes,,,,#N/A
21655,Mexico,AIMEX220b,arrecife de puerto morelos - education and environmental interpretation zone,1998,,,Mexico
21668,Mexico,AIMEX220h,arrecife de puerto morelos - fishing zone,1998,,,Mexico
21652,Mexico,AIMEX220a,arrecife de puerto morelos - intensive recreational use zone,1998,,,Mexico
5633,Spain,AIESP217,litoral meridional tarragoní,2006,2,High,#N/A
21661,Mexico,AIMEX220e,arrecife de puerto morelos - navigation zone,1998,,,Mexico
5641,Spain,AIESP23,àrea marina platja de migjorn,,,,#N/A
5643,Spain,AIESP24,àrea marina platja de tramuntana,,,,#N/A
21657,Mexico,AIMEX220d,arrecife de puerto morelos - reef navigation zone,1998,,,Mexico
5652,Spain,AIESP247,western submarine gun system of the gulf of león,,,,#N/A
21656,Mexico,AIMEX220c,arrecife de puerto morelos - safety channel,1998,,,Mexico
21671,Mexico,AIMEX220i,arrecife de puerto morelos - scientific resarch zone,1998,,,Mexico
5663,Spain,AIESP26,àrea marina de cala saona,,,,#N/A
5665,Spain,AIESP265,litoral del baix empordà,1997,2,High,#N/A
5668,Spain,AIESP27,salinas de ibiza y formentera,,,,#N/A
5671,Spain,AIESP283,reserva marina de masía blanca,,,,#N/A
5673,Spain,AIESP294,espacio marino de alborán,,,,#N/A
21664,Mexico,AIMEX220f,arrecife de puerto morelos - semi-intensive recreational use zone,1998,,,Mexico
5675,Spain,AIESP301,sur de almería - seco de los olivos,2014,2,High,#N/A
5694,Spain,AIESP303,fondos marinos de punta entinas-sabinar,,,,#N/A
5697,Spain,AIESP309,arrecifes de roquetas de mar,,,,#N/A
5698,Spain,AIESP31,àrea marina de tagomago,,,,#N/A
5700,Spain,AIESP312,fondos marinos levante almeriense,1997,3,High,#N/A
5709,Spain,AIESP32,"illots de santa eulària, rodona i es canà",2006,2,High,#N/A
5711,Spain,AIESP320,valles submarinos del escarpe de mazarrón,,,,#N/A
5724,Spain,AIESP33,área marina del cap martinet,,,,#N/A
5726,Spain,AIESP335,isla cueva de lobos,,,,#N/A
5727,Spain,AIESP336,isla de las palomas,,,,#N/A
5728,Spain,AIESP34,nord de sant joan,,,,#N/A
5731,Spain,AIESP343,espacio marino de tabarca-cabo de palos,1997,4,High,#N/A
5745,Spain,AIESP345,espacio marino de cabo roig,2009,2,High,#N/A
5749,Spain,AIESP354,isla grosa,,,,#N/A
21666,Mexico,AIMEX220g,arrecife de puerto morelos - special recreational zone,1998,,,Mexico
5758,Spain,AIESP378,espacio marino del cabo de les hortes,,,,#N/A
5761,Spain,AIESP383,serra gelada i litoral de la marina baixa,,,,#N/A
5766,Spain,AIESP389,espacio marino de ifac,2014,2,High,#N/A
5768,Spain,AIESP393,espacio marino de la marina alta,1997,2,High,#N/A
5771,Spain,AIESP398,montgó,,2,High,#N/A
21587,Mexico,AIMEX210,arrecifes de cozumel national park,2000,,,Mexico
21597,Mexico,AIMEX210d,arrecifes de cozumel national park - eastern low intensity use zone - federal maritime land zone and adjacent marine areaarrecifes de cozumel national park - eastern low intensity use zone - federal maritime land zone and adjacent marine area,2000,,,Mexico
21593,Mexico,AIMEX210b,arrecifes de cozumel national park - intensive use zone - federal maritime land zone and adjacent marine area.,2000,,,Mexico
5781,Spain,AIESP414,l'albufera,,,,#N/A
5790,Spain,AIESP419,alguers de borriana-nules-moncofa,,,,#N/A
5794,Spain,AIESP42,costa de l'oest d'eivissa,,,,#N/A
5796,Spain,AIESP43,àrea marina de ses margalides,,,,#N/A
5797,Spain,AIESP434,costes del tarragonès,,,,#N/A
5799,Spain,AIESP44,es amunts d'eivissa,,,,#N/A
5801,Spain,AIESP465,el saladillo - punta de baños,2007,2,High,#N/A
5803,Spain,AIESP466,estrecho oriental,,,,#N/A
5807,Spain,AIESP467,fondos marinos de la bahía de estepona,2000,2,High,#N/A
5808,Spain,AIESP471,zona marítimo-terrestre del monte hacho,1999,2,High,#N/A
5812,Spain,AIESP476,zona marítimo terrestre de los acantilados de aguadú,2002,5,High,#N/A
21602,Mexico,AIMEX211,arrecifes de cozumel national park - intensive use zone - talud insular,2000,,,Mexico
21605,Mexico,AIMEX212,arrecifes de cozumel national park - intensive use zone - zona arrecifal,2000,,,Mexico
5823,Spain,AIESP542,penarronda-barayo,2001,2,High,#N/A
5829,Spain,AIESP56,canal de menorca,,3,High,#N/A
5850,Spain,AIESP575,cabo busto-luanco,,,,#N/A
5860,Spain,AIESP576,cabo busto-luanco,,,,#N/A
5870,Spain,AIESP579,playa de el espartal,,,,#N/A
5871,Spain,AIESP630,ría de ribadesella-ría de tinamayor,2003,2,High,#N/A
5879,Spain,AIESP633,yacimientos de icnitas,2004,2,High,#N/A
21612,Mexico,AIMEX214a,arrecifes de cozumel national park - low intensity use zone - eastern reef zone,2000,,,Mexico
5890,Spain,AIESP656,costa de garafía,,,,#N/A
5891,Spain,AIESP657,reserva marina isla de la palma,1996,3,High,#N/A
5893,Spain,AIESP659,franja marina de fuencaliente,1997,2,High,#N/A
5896,Spain,AIESP673,mar de las calmas,1996,2,High,#N/A
5900,Spain,AIESP675,reserva marina de la restinga - mar de las calmas,1996,4,High,#N/A
5902,Spain,AIESP679,frontera,,,,#N/A
5907,Spain,AIESP680,el hierro,,,,#N/A
5912,Spain,AIESP690,área marina de la isleta,,,,#N/A
5915,Spain,AIESP691,bahía del confital,,,,#N/A
5916,Spain,AIESP693,costa de sardina del norte,,,,#N/A
5918,Spain,AIESP694,bahía de gando,,,,#N/A
5919,Spain,AIESP697,playa del cabrón,1997,2,High,#N/A
5921,Spain,AIESP702,franja marina de mogán,,,,#N/A
5928,Spain,AIESP703,sebadales de güigüí,,,,#N/A
5929,Spain,AIESP704,sebadales de playa del inglés,,,,#N/A
5931,Spain,AIESP71,àrea marina del nord de menorca,,,,#N/A
5934,Spain,AIESP716,costa de los órganos,,,,#N/A
5937,Spain,AIESP717,franja marina santiago - valle gran rey,1997,2,High,#N/A
21609,Mexico,AIMEX213a,arrecifes de cozumel national park - low intensity use zone - eastern talud insular,2000,,,Mexico
5942,Spain,AIESP73,àrea marina del sud de ciutadella,,,,#N/A
5945,Spain,AIESP735,franja marina teno - rasca,2011,2,High,#N/A
5953,Spain,AIESP736,costa de san juan de la rambla,,,,#N/A
5956,Spain,AIESP74,àrea marina punta prima - illa de l'aire,,,,#N/A
5960,Spain,AIESP742,sebadales del sur de tenerife,1998,2,High,#N/A
5963,Spain,AIESP75,arenal de son saura,,,,#N/A
5964,Spain,AIESP76,cala d'algairens,,,,#N/A
5966,Spain,AIESP764,sebadal de san andrés,1998,2,High,#N/A
5969,Spain,AIESP765,sebadales de antequera,,,,#N/A
5970,Spain,AIESP77,cala en brut,,,,#N/A
5971,Spain,AIESP775,playas de sotavento de jandía,1997,2,High,#N/A
5979,Spain,AIESP779,sebadales de corralejo,,,,#N/A
5981,Spain,AIESP78,caleta de binillautí,,,,#N/A
5983,Spain,AIESP79,cap negre,,,,#N/A
5984,Spain,AIESP794,cagafrecho,1998,2,High,#N/A
5985,Spain,AIESP795,sebadales de guasimeta,,,,#N/A
5987,Spain,AIESP808,sebadales de la graciosa,,2,High,#N/A
21611,Mexico,AIMEX214,arrecifes de cozumel national park - low intensity use zone - western reef zone,2000,,,Mexico
5992,Spain,AIESP84,de cala llucalari a cales coves,,,,#N/A
21608,Mexico,AIMEX213,arrecifes de cozumel national park - low intensity use zone - western talud insular,2000,,,Mexico
5996,Spain,AIESP91,la vall,,,,#N/A
5998,Spain,AIESP92,punta redona - arenal d'en castell,,,,#N/A
6000,Estonia,AIEST3a,kura kurgu limited conservation area and vestükimaa conservation area kaitsekord,,,,#N/A
21599,Mexico,AIMEX210e,arrecifes de cozumel national park - restricted use zone - federal maritime land zone and adjacent marine area,2000,,,Mexico
6053,Estonia,AIEST3d,vesitükimaa nature area,,,,#N/A
21614,Mexico,AIMEX215,arrecifes de cozumel national park - restricted use zone - reef zone,2000,,,Mexico
21617,Mexico,AIMEX216,arrecifes de cozumel national park - restricted use zone - talud insular,2000,,,Mexico
6066,Estonia,AIEST93,kerju,,,,#N/A
6068,Finland,AIFIN102,herröskatan / herrös kronoholm (naturskyddsområde),,,,#N/A
6070,Finland,AIFIN103,hiastinlahden luonnonsuojelualue,,,,#N/A
6071,Finland,AIFIN106,högholmen-henriksbergin luonnonsuojelualue,,,,#N/A
6072,Finland,AIFIN118,kempeleenlahden luonnonsuojelualue,,,,#N/A
21596,Mexico,AIMEX210c,arrecifes de cozumel national park - western low intensity use zone - federal maritime land zone and adjacent marine area.arrecifes de cozumel national park - western low intensity use zone - federal maritime land zone and adjacent marine area.,2000,,,Mexico
6079,Finland,AIFIN122,kirkon-vilkkilänturan luonnonsuojelualue,,,,#N/A
6081,Finland,AIFIN124,kivikarit-varestuksen luonnonsuojelualue,,,,#N/A
4710,Costa Rica,AICRI14,la amistad caribbean conservation area - cahuita national park: public use zone,,,,Costa Rica
4809,Costa Rica,AICRI76,osa conservation area - marino ballena national park - marine high intervention zone,,,,Costa Rica
6104,Finland,AIFIN143,kokkolan saaristo ja harrinniemi,,,,#N/A
6109,Finland,AIFIN145,kolasandin luonnonsuojelualue,,,,#N/A
21564,Mexico,AIMEX189,arrecifes de xcalak,2000,,,Mexico
21583,Mexico,AIMEX193,arrecifes de xcalak - bacalar chico protection zone,2000,,,Mexico
6121,Finland,AIFIN150,kuggenin luonnonsuojelualue,,,,#N/A
6122,Finland,AIFIN155,"kuuminaistenniemi, kuuminainen ii",,,,#N/A
6124,Finland,AIFIN156,kuusistonlahden luonnonsuojelualue,,,,#N/A
21581,Mexico,AIMEX192,arrecifes de xcalak - canal de saragoza restricted use area,2000,,,Mexico
6132,Finland,AIFIN160,länsmansgrund,,,,#N/A
6133,Finland,AIFIN166,leksvallin luonnonsuojelualue,,,,#N/A
6134,Finland,AIFIN169,letonniemen luonnonsuojelualue iii,,,,#N/A
21580,Mexico,AIMEX191,arrecifes de xcalak - public use,2000,,,Mexico
6141,Finland,AIFIN172,lill-skälön luonnonsuojelualue,,,,#N/A
6142,Finland,AIFIN173,lillnäsberget - tingö,,,,#N/A
21577,Mexico,AIMEX190,arrecifes de xcalak - punta xcayal ensenada xahuachol restricted use area,2000,,,Mexico
6148,Finland,AIFIN185,lindövikenin luonnonsuojelualue,,,,#N/A
6150,Finland,AIFIN186,louhisaaren kartano,,,,#N/A
21575,Mexico,AIMEX189c,arrecifes de xcalak - special use subarea,2000,,,Mexico
6155,Finland,AIFIN195,matalaharan luonnonsuojelualue,,,,#N/A
21570,Mexico,AIMEX189b,arrecifes de xcalak - sustainable use of marine natural resources subarea,2000,,,Mexico
6159,Finland,AIFIN203,mössön-saaren luonnonsuojelualue,,,,#N/A
6160,Finland,AIFIN205,myssholmen luonnonsuojelualue,,,,#N/A
4802,Costa Rica,AICRI74,osa conservation area - marino ballena national park - marine low intervention zone,,,,Costa Rica
6166,Finland,AIFIN210,nåtö - jungfruskär,,,,#N/A
6168,Finland,AIFIN213,nordarkipelagen,,,,#N/A
6169,Finland,AIFIN216,nothamnin luonnonsuojelualue,,,,#N/A
6171,Finland,AIFIN217,nuottakarin luonnonsuojelualue,,,,#N/A
4805,Costa Rica,AICRI75,osa conservation area - marino ballena national park - marine medium intervention zone,,,,Costa Rica
6203,Finland,AIFIN221,örnvik nature reserve,,,,#N/A
6204,Finland,AIFIN222,östersundomin lintuvedet,,,,#N/A
6206,Finland,AIFIN223,östra långskär-sandskär (naturskyddsområde),,,,#N/A
6208,Finland,AIFIN226,oukkulanlahti,,,,#N/A
4821,Costa Rica,AICRI85,tempisque conservation area - marino las baulas de guanacaste national park - high intervention,,,,Costa Rica
6219,Finland,AIFIN236,pernajanlahden vesialue (luonnonsuojelualue),,,,#N/A
4818,Costa Rica,AICRI82,tempisque conservation area - marino las baulas de guanacaste national park - low intervention zone,,,,Costa Rica
6231,Finland,AIFIN246,prästviken (luonnonsuojelualue),,,,#N/A
6232,Finland,AIFIN247,preiviikinlahden perä,,,,#N/A
6233,Finland,AIFIN248,"preiviikinlahti, eteläranta",,,,#N/A
4820,Costa Rica,AICRI84,tempisque conservation area - marino las baulas de guanacaste national park - medium intervention zone (marine sector),,,,Costa Rica
6236,Finland,AIFIN250,"preiviikinlahti, juhola",,,,#N/A
6238,Finland,AIFIN253,"preiviikinlahti, mäkelä",,,,#N/A
6240,Finland,AIFIN256,"preiviikinlahti, rantamaa",,,,#N/A
6241,Finland,AIFIN257,"preiviikinlahti, rantamaa i",,,,#N/A
6242,Finland,AIFIN258,"preiviikinlahti, reisikari",,,,#N/A
4812,Costa Rica,AICRI80,tempisque conservation area - marino las baulas de guanacaste national park - minimal intervention zone (land sector),,,,Costa Rica
6245,Finland,AIFIN261,"preiviikinlahti, uusitalo",,,,#N/A
6247,Finland,AIFIN262,"preiviikinlahti, vainio-mattila",,,,#N/A
6249,Finland,AIFIN264,"preiviikinlahti, kotiniitty",,,,#N/A
6251,Finland,AIFIN267,raahen saariston luonnonsuojelualue,,,,#N/A
6255,Finland,AIFIN268,rådkilan luonnonsuojelualue,,,,#N/A
4814,Costa Rica,AICRI81,tempisque conservation area - marino las baulas de guanacaste national park - minimal intervention zone (marine sector),,,,Costa Rica
6267,Finland,AIFIN271,ramsholmenin lehdot (luonnonsuojelualue),,,,#N/A
6268,Finland,AIFIN276,rödbergsvikenin luonnonsuojelulaue,,,,#N/A
6269,Finland,AIFIN279,ruskiksen luonnonsuojelualue,,,,#N/A
4862,Cyprus,AICYP35,zenobia shipwreck,,,,Cyprus
6336,Finland,AIFIN281,saaristoympäristösäätiön luonnonsuojelualue,,,,#N/A
6338,Finland,AIFIN284,särkkäniemen luonnonsuojelualue,,,,#N/A
6340,Finland,AIFIN287,seksmiilarin luonnonsuojelualue,,,,#N/A
7044,Denmark,AIFRO3,mykines,2012,,,Denmark
6352,Finland,AIFIN291,siikajokisuun luonnonsuojelualue,,,,#N/A
6354,Finland,AIFIN297,skålklobbarna,,,,#N/A
7048,Denmark,AIFRO4,nólsoy,2012,,,Denmark
6382,Finland,AIFIN305,stadsfjärdenin luonnonsuojelualue,,,,#N/A
6384,Finland,AIFIN306,stensbölefjärdenin luonnonsuojelualue,,,,#N/A
6386,Finland,AIFIN307,stor-pellinge yttre hällar naturskyddsområde,,,,#N/A
7050,Denmark,AIFRO5,skuvoy,2012,,,Denmark
6390,Finland,AIFIN310,stora lökskärs naturskyddsområde,,,,#N/A
6391,Finland,AIFIN312,strömsön luonnonsuojelualue,,,,#N/A
6394,Finland,AIFIN316,suviranta,,,,#N/A
6396,Finland,AIFIN317,svartnö - kaja,,,,#N/A
5227,Ecuador,AIECU141,isla santa clara,2016,,,Ecuador
6403,Finland,AIFIN322,tiirakarin luonnonsuojelualue,,,,#N/A
6404,Finland,AIFIN323,timmerö-langerön luonnonsuojelualue,,,,#N/A
6406,Finland,AIFIN325,tjusterbyn luonnonsuojelualue,,,,#N/A
6408,Finland,AIFIN327,torgrundin saaristo (common water area),,,,#N/A
5467,Ecuador,AIECU23,manglares estuario del rio muisne,2017,,,Ecuador
6440,Finland,AIFIN332,tulliniemen luonnonsuojelualue,,,,#N/A
6444,Finland,AIFIN334,tvärminnen tutkimusaseman luonnonsuojelualue,,,,#N/A
5486,Ecuador,AIECU37,pacoche - zona de conservación activa en el ámbito marino,2014,,,Ecuador
24224,El Salvador,AISLV4b,los cobanos complex protected natural area - extensive use zone,2007,,,El Salvador
24222,El Salvador,AISLV4a,los cobanos complex protected natural area - primitive marine zone,2007,,,El Salvador
6462,Finland,AIFIN355,yyterin santojen luonnonsuojelualue,,,,#N/A
6056,Estonia,AIEST4a,luitemaa,2007,,,Estonia
6060,Estonia,AIEST4b,tõstamaa,2007,,,Estonia
6051,Estonia,AIEST3b,vesitükimaa islets,2007,,,Estonia
6493,Finland,AIFIN374,bölsviken-stormossen,,,,#N/A
6494,Finland,AIFIN375,gloviken,,,,#N/A
6495,Finland,AIFIN376,husöfjärden,,,,#N/A
6496,Finland,AIFIN377,idskär - mellanskär - skatan,,,,#N/A
6497,Finland,AIFIN379,"kallahden harju-, niitty- ja vesialueet",,,,#N/A
6498,Finland,AIFIN38,archipelago national park,,,,#N/A
6569,Finland,AIFIN380,källaudden-virstholmen,,,,#N/A
6571,Finland,AIFIN381,karlbybådar,,,,#N/A
6572,Finland,AIFIN382,kasalanjokisuu,,,,#N/A
6576,Finland,AIFIN383,katanpää,,,,#N/A
6577,Finland,AIFIN384,kiiminkijoen suisto,,,,#N/A
6580,Finland,AIFIN385,koukkusaari,,,,#N/A
6581,Finland,AIFIN386,kuuminaistenniemi,,,,#N/A
6584,Finland,AIFIN387,laitakari-häyrysenniemi-purjekari,,,,#N/A
6586,Finland,AIFIN388,lenholm,,,,#N/A
6588,Finland,AIFIN39,bothnian sea national park,,,,#N/A
6652,Finland,AIFIN393,ölmos-purunpää,,,,#N/A
6656,Finland,AIFIN395,oulujoen suisto,,,,#N/A
6657,Finland,AIFIN396,pakinaisten saaristo,,,,#N/A
6662,Finland,AIFIN397,paraisten harjusaaret,,,,#N/A
6664,Finland,AIFIN398,rannö,,,,#N/A
6666,Finland,AIFIN4,snipansgrundin-medelkallan hylkeidensuojelualue,,,,#N/A
6671,Finland,AIFIN40,ekenäs archipelago national park,,,,#N/A
6677,Finland,AIFIN400,röyttä,,,,#N/A
6679,Finland,AIFIN401,sänkorna,,,,#N/A
6680,Finland,AIFIN402,svinberget-lagerholmen,,,,#N/A
6681,Finland,AIFIN404,uudenkaupungin saarnimetsät,,,,#N/A
6682,Finland,AIFIN405,vahterpään fladat,,,,#N/A
6683,Finland,AIFIN406,vaisakko,,,,#N/A
6684,Finland,AIFIN407,västra espholm,,,,#N/A
6685,Finland,AIFIN408,vattajanniemi,,,,#N/A
6689,Finland,AIFIN409,vikarskären,,,,#N/A
6694,Finland,AIFIN41,bothnian bay national park,,,,#N/A
6706,Finland,AIFIN410,vilkkilä,,,,#N/A
6707,Finland,AIFIN411,ytterstberg,,,,#N/A
6818,Finland,AIFIN44,akionlahti,1998,,,Finland
6961,Finland,AIFIN54,björkörs naturskyddsområde,,,,Finland
