,country,site_id,site_name,year_est,lfp,priority,included
20785,Mexico,AIMEX107,el vizcaíno biosphere reserve - isla san roque core zone,,,,Mexico
20798,Mexico,AIMEX112,el vizcaíno biosphere reserve - islotes delgadito core zone,,,,Mexico
20780,Mexico,AIMEX100,el vizcaíno biosphere reserve - laguna ojo de liebre i core zone,,,,Mexico
20781,Mexico,AIMEX102,el vizcaíno biosphere reserve - laguna ojo de liebre ii core zone,,,,Mexico
21620,Mexico,AIMEX217,isla de cozumel - porción norte y franja costera oriental,,,,#N/A
20782,Mexico,AIMEX105,el vizcaíno biosphere reserve - laguna ojo de liebre iii core zone,,,,Mexico
20784,Mexico,AIMEX106,el vizcaíno biosphere reserve - laguna ojo de liebre v core zone,,,,Mexico
23145,Mexico,AIMEX97a,el vizcaíno biosphere reserve - sustainable use of natural resources zone,,,,Mexico
21725,Mexico,AIMEX225f,espíritu santo archipelago marine zone - artificial reef public use subarea buffer zone,,,,Mexico
21726,Mexico,AIMEX226,espíritu santo archipelago marine zone - los islotes core zone,,,,Mexico
21728,Mexico,AIMEX227,espíritu santo archipelago marine zone - punta la bonanza core zone,,,,Mexico
21710,Mexico,AIMEX225a,espíritu santo archipelago marine zone - restricted use subarea los islotes-lobos core zone,,,,Mexico
21711,Mexico,AIMEX225b,espíritu santo archipelago marine zone - restricted use subarea los islotes-natación core zone,,,,Mexico
20779,Mexico,AIMEX10,estero san jose,,,,Mexico
20807,Mexico,AIMEX114c,huatulco national park - subarea of sustainable use of natural resources 2,,,,Mexico
20809,Mexico,AIMEX114d,huatulco national park - subarea of sustainable use of natural resources 3,,,,Mexico
20805,Mexico,AIMEX114b,huatulco national park - traditional use zone,,,,Mexico
20812,Mexico,AIMEX115,huatulco national park core zone - restricted use zone 2,,,,Mexico
21674,Mexico,AIMEX222,sistema arrecifal veracruzano,,,,#N/A
20822,Mexico,AIMEX120b,isla contoy - marine preservation subarea,,,,Mexico
20832,Mexico,AIMEX120f,"isla contoy - public use subarea, ixlaché",,,,Mexico
20831,Mexico,AIMEX120e,"isla contoy - public use subarea, visitors center",,,,Mexico
21703,Mexico,AIMEX225,espíritu santo archipelago marine zone,,3,High,#N/A
20828,Mexico,AIMEX120d,isla contoy - sustainable use subarea,,,,Mexico
20819,Mexico,AIMEX120a,isla contoy - terrestrial preservation subarea,,,,Mexico
21712,Mexico,AIMEX225c,espíritu santo archipelago marine zone - la partida-espíritu santo subarea of sustainable use,2007,1,High,#N/A
21719,Mexico,AIMEX225e,espíritu santo archipelago marine zone - piola y anzuelo traditional fishing subarea buffer zone,2007,4,High,#N/A
20826,Mexico,AIMEX120c,isla contoy - traditional use subarea,,,,Mexico
20845,Mexico,AIMEX121c,isla guadalupe - guadalupe island surrounding waters subarea of sustainable use of natural resources,,,,Mexico
20840,Mexico,AIMEX121a,isla guadalupe - island core zone subarea of restricted use,,,,Mexico
21730,Mexico,AIMEX228,espíritu santo archipelago marine zone - bahia san gabriel core zone,2007,5,High,#N/A
21731,Mexico,AIMEX229,islas del golfo de california,,,,#N/A
20853,Mexico,AIMEX122,isla guadalupe - islets core zone subarea of protection,,,,Mexico
20852,Mexico,AIMEX121d,isla guadalupe - white shark subarea of public use,,,,Mexico
20856,Mexico,AIMEX123b,isla isabel - public use zone,,,,Mexico
20855,Mexico,AIMEX123a,isla isabel - restricted use zone,,,,Mexico
20860,Mexico,AIMEX125,isla san pedro mártir - subarea of protection core zone,,,,Mexico
20858,Mexico,AIMEX124a,isla san pedro mártir - subarea of restricted use core zone,,,,Mexico
20859,Mexico,AIMEX124b,isla san pedro mártir - subarea of sustainable use of marine natural resources,,,,Mexico
22011,Mexico,AIMEX234,mexican caribbean biosphere reserve - caribe mexicano,,,,#N/A
22505,Mexico,AIMEX235b,islas del pacifico de la peninsula de baja california - buffer zones,,,,Mexico
22604,Mexico,AIMEX235c,islas del pacifico de la peninsula de baja california - cedros and san benito buffer zones,,,,Mexico
22467,Mexico,AIMEX235a,islas del pacifico de la peninsula de baja california - core zones,,,,Mexico
20863,Mexico,AIMEX126b,"islas la pajarera, cocinas, mamut, colorada, san pedro, san agustín, san andrés y negrita y los islotes los anegados, novillas, mosca y submarino - subzona de recuperación a, b and c",,,,Mexico
21217,Mexico,AIMEX156_1,islas marías,,,,Mexico
21241,Mexico,AIMEX156_22,islas marías - core zone - marina maría cleofas,,,,Mexico
21239,Mexico,AIMEX156_21,islas marías - core zone - marina maría magdalena,,,,Mexico
21238,Mexico,AIMEX156_20,islas marías - core zone - marina san juanito,,,,Mexico
21262,Mexico,AIMEX159,islas marías - isla maria cleofas core zone,,,,Mexico
21242,Mexico,AIMEX156a,islas marías - isla maria madres preservation area,,,,Mexico
21260,Mexico,AIMEX158,islas marías - isla maria magdalena core zone,,,,Mexico
21259,Mexico,AIMEX157,islas marías - isla san juanito core zone,,,,Mexico
21225,Mexico,AIMEX156_10,islas marías - marine recovery maria madre,,,,Mexico
21258,Mexico,AIMEX156c,islas marías - marine special use area,,,,Mexico
21250,Mexico,AIMEX156b,islas marías - marine sustainable use of natural resources area,,,,Mexico
21230,Mexico,AIMEX156_2,islas marias - restricted use - marine preservation islas marías,,,,Mexico
21279,Mexico,AIMEX162,islas marietas - isla larga protection zone pr1,,,,Mexico
21269,Mexico,AIMEX160e,islas marietas - isla larga public use zone 2,,,,Mexico
21277,Mexico,AIMEX161,islas marietas - isla redonda protection zone pr2,,,,Mexico
21271,Mexico,AIMEX160f,islas marietas - isla redonda public use zone 3,,,,Mexico
21268,Mexico,AIMEX160c,islas marietas - isla redonda restricted zone 3,,,,Mexico
21273,Mexico,AIMEX160g,islas marietas - subarea of sustainable use of natural resources,,,,Mexico
21281,Mexico,AIMEX163,la encrucijada,,,,Mexico
21299,Mexico,AIMEX166,laguna de términos,,,,Mexico
21406,Mexico,AIMEX178,los petenes,,,,Mexico
22992,Mexico,AIMEX64e,marine area of the san lorenzo archipelago - marine recovery subarea,2005,,,Mexico
22991,Mexico,AIMEX64d,marine area of the san lorenzo archipelago - salsipuedes public use subarea,2005,,,Mexico
22998,Mexico,AIMEX67,marine area of the san lorenzo archipelago - subarea of restricted use las ánimas-san lorenzo core zone,2005,,,Mexico
22994,Mexico,AIMEX65,marine area of the san lorenzo archipelago - subarea of restricted use partido y partida core zone,2005,,,Mexico
22368,Mexico,AIMEX235,islas del pacifico de la peninsula de baja california mpa,,,,#N/A
22996,Mexico,AIMEX66,marine area of the san lorenzo archipelago - subarea of restricted use rasito and rasa core zone,2005,,,Mexico
22975,Mexico,AIMEX64a,marine area of the san lorenzo archipelago - sub-area of sustainable use of natural resources archipelago buffer zone,2005,,,Mexico
22989,Mexico,AIMEX64c,marine area of the san lorenzo archipelago - sub-area of sustainable use of natural resources central west buffer zone,2005,,,Mexico
22984,Mexico,AIMEX64b,marine area of the san lorenzo archipelago - sub-area of sustainable use of natural resources salsipuedes-san lorenzo and las ánimas buffer zone,2005,,,Mexico
22832,Mexico,AIMEX52a,"marine zone los angeles bay, whale and salsipuedes channel - angel island and la guarda coast subarea of sustainable use buffer zone",,,,Mexico
22893,Mexico,AIMEX52e,"marine zone los angeles bay, whale and salsipuedes channel - assembly point-san francisquito and guadalupe, los angeles and las animas bays subarea of sustainable use buffer zone",,2,High,Mexico
22656,Mexico,AIMEX50,north gulf of california and colorado river delta,,,,#N/A
24963,South Africa,AIZAF29,namaqua national park marine protected area - abjoel inshore controlled zone,2019,,,South Africa
24987,South Africa,AIZAF30,namaqua national park marine protected area - bamboeskamp inshore controlled zone,2019,,,South Africa
22783,Mexico,AIMEX52,"marine zone los angeles bay, whale and salsipuedes channel",,3,High,#N/A
25040,South Africa,AIZAF31,namaqua national park marine protected area - bitterrivier inshore restricted zone,2019,,,South Africa
25093,South Africa,AIZAF32,namaqua national park marine protected area - boulderbaai inshore controlled zone,2019,,,South Africa
25112,South Africa,AIZAF33,namaqua national park marine protected area - boulderbaai inshore restricted zone,2019,,,South Africa
25113,South Africa,AIZAF34,namaqua national park marine protected area - delwerskamp inshore controlled zone,2019,,,South Africa
25117,South Africa,AIZAF36,namaqua national park marine protected area - groenrivier inshore restricted zone,2019,,,South Africa
22910,Mexico,AIMEX52f,"marine zone los angeles bay, whale and salsipuedes channel - el pescador-el torzón public use zone",2007,5,High,#N/A
25118,South Africa,AIZAF37,namaqua national park marine protected area - jaar se baai inshore restricted zone,2019,,,South Africa
25120,South Africa,AIZAF38,namaqua national park marine protected area - kwas se baai inshore restricted zone,2019,,,South Africa
25137,South Africa,AIZAF40,namaqua national park marine protected area - namaqua national park offshore restricted zone,2019,,,South Africa
25146,South Africa,AIZAF41,namaqua national park marine protected area - policeman’s helmet inshore controlled zone,2019,,,South Africa
25114,South Africa,AIZAF35,namaqua national park marine protected area- eiland punt inshore controlled zone,2019,,,South Africa
22918,Mexico,AIMEX53,"marine zone los angeles bay, whale and salsipuedes channel - campo polilla core zone",,,,Mexico
22865,Mexico,AIMEX52c,"marine zone los angeles bay, whale and salsipuedes channel - east of the angel island of la guarda- san rafael bay subarea of sustainable use buffer zone",,,,Mexico
22922,Mexico,AIMEX57,"marine zone los angeles bay, whale and salsipuedes channel - ensenada los choros core zone",,,,Mexico
22919,Mexico,AIMEX54,"marine zone los angeles bay, whale and salsipuedes channel - estero las caguamas este core zone",,,,Mexico
22921,Mexico,AIMEX55,"marine zone los angeles bay, whale and salsipuedes channel - estero las caguamas oeste core zone",,,,Mexico
22912,Mexico,AIMEX52g,"marine zone los angeles bay, whale and salsipuedes channel - los angeles bay beaches public use zone",,,,Mexico
22882,Mexico,AIMEX52d,"marine zone los angeles bay, whale and salsipuedes channel - refuge port-los machos subarea of sustainable use buffer zone",,,,Mexico
22840,Mexico,AIMEX52b,"marine zone los angeles bay, whale and salsipuedes channel - whale channel y de salsipuedes subarea of sustainable use buffer zone",,,,Mexico
22914,Mexico,AIMEX52h,"marine zone los angeles bay, whale and salsipuedes channel - whale shark public use zone",,,,Mexico
22360,Mexico,AIMEX234x,mexican caribbean biosphere reserve - buffer zone - preservation area - playa xcacel 1,,,,Mexico
22359,Mexico,AIMEX234w,mexican caribbean biosphere reserve - buffer zone - preservation area - playa xcacel 2,,,,Mexico
22361,Mexico,AIMEX234y,mexican caribbean biosphere reserve - buffer zone - preservation area - uaymil xahuayxol - uaymil,,,,Mexico
22366,Mexico,AIMEX234z,mexican caribbean biosphere reserve - buffer zone - preservation area - uaymil xahuayxol - xahuayxol,,,,Mexico
22966,Mexico,AIMEX64,marine area of the san lorenzo archipelago national park,,,,#N/A
22162,Mexico,AIMEX234ah,mexican caribbean biosphere reserve - buffer zone - public use area - isla blanca,,,,Mexico
22149,Mexico,AIMEX234ae,mexican caribbean biosphere reserve - buffer zone - public use area - playa del carmen y tulum-sian ka'an - playa del carmen,,,,Mexico
22161,Mexico,AIMEX234ag,mexican caribbean biosphere reserve - buffer zone - public use area - playa del carmen y tulum-sian ka'an - tulum-sian ka'an,,,,Mexico
22145,Mexico,AIMEX234ac,mexican caribbean biosphere reserve - buffer zone - public use area - refugio akumal franja marino costera,,,,Mexico
22144,Mexico,AIMEX234ab,mexican caribbean biosphere reserve - buffer zone - public use area - refugio bahía de akumal,,,,Mexico
22140,Mexico,AIMEX234aa,mexican caribbean biosphere reserve - buffer zone - public use area - riviera maya mahahual - mahahual,,,,Mexico
22152,Mexico,AIMEX234af,mexican caribbean biosphere reserve - buffer zone - public use area - riviera maya mahahual - riviera maya,,,,Mexico
22148,Mexico,AIMEX234ad,mexican caribbean biosphere reserve - buffer zone - public use area - tiburón toro,,,,Mexico
23001,Mexico,AIMEX68,balandra mpa,,,,#N/A
22189,Mexico,AIMEX234j,mexican caribbean biosphere reserve - buffer zone - special use sand extraction area - las ollitas,,,,Mexico
22191,Mexico,AIMEX234k,mexican caribbean biosphere reserve - buffer zone - special use sand extraction area - norte cozumel,,,,Mexico
22353,Mexico,AIMEX234u,mexican caribbean biosphere reserve - buffer zone - sustainable use of ecosystems - arrowsmith,,,,Mexico
22315,Mexico,AIMEX234n,mexican caribbean biosphere reserve - buffer zone - sustainable use of ecosystems - costa norte,,,,Mexico
22336,Mexico,AIMEX234p,mexican caribbean biosphere reserve - buffer zone - sustainable use of ecosystems - laguna chacmochuch,,,,Mexico
25220,USA,HI14_B,old kona airport marine life conservation district - no boating zone,1992,,,United States
22238,Mexico,AIMEX234m,mexican caribbean biosphere reserve - buffer zone - sustainable use of ecosystems - marine ecosystems,,,,Mexico
22322,Mexico,AIMEX234o,mexican caribbean biosphere reserve - buffer zone - sustainable use of ecosystems - talud de sian ka'an,,,,Mexico
23015,Mexico,AIMEX74,"costa occidental de isla mujeres, punta cancun and punta nizuc",,,,#N/A
22194,Mexico,AIMEX234l,mexican caribbean biosphere reserve - buffer zone - sustainable use of ecosystems - tiburón ballena,,,,Mexico
22344,Mexico,AIMEX234q,mexican caribbean biosphere reserve - buffer zone - sustainable use of ecosystems - tiburones y rayas - bolas,,,,Mexico
22345,Mexico,AIMEX234r,mexican caribbean biosphere reserve - buffer zone - sustainable use of ecosystems - tiburones y rayas - boya de cruceros,,,,Mexico
23255,Mozambique,AIMOZ16,ponto do ouro marine reserve,,,,#N/A
23276,Mozambique,AIMOZ4,bazaruto archipelago national park,,,,#N/A
23297,Mozambique,AIMOZ9,cabo de são sebastião sanctuary or total protection zone,,,,#N/A
22346,Mexico,AIMEX234s,mexican caribbean biosphere reserve - buffer zone - sustainable use of ecosystems - tiburones y rayas - cordillera nizuc,,,,Mexico
22347,Mexico,AIMEX234t,mexican caribbean biosphere reserve - buffer zone - sustainable use of ecosystems - tiburones y rayas - válvulas,,,,Mexico
22165,Mexico,AIMEX234c,mexican caribbean biosphere reserve - core zone restricted use area - humedales de boca iglesias,,,,Mexico
22167,Mexico,AIMEX234d,mexican caribbean biosphere reserve - core zone restricted use area - laguna chacmochuch,,,,Mexico
22170,Mexico,AIMEX234e,mexican caribbean biosphere reserve - core zone restricted use area - zona marina xcacel-xcacelito,,,,Mexico
22173,Mexico,AIMEX234i,mexican caribbean biosphere reserve - deep buffer zone & deep preservation zone - arrowsmith corridor,,,,Mexico
22171,Mexico,AIMEX234f,mexican caribbean biosphere reserve - deep core zone restricted use area - banco chinchorro profundo,,,,Mexico
20814,Mexico,AIMEX12,norte de san francisquito,,,,Mexico
22763,Mexico,AIMEX51a,north gulf of california and colorado river delta - vaquita protection area,,,,Mexico
22737,Mexico,AIMEX51,north gulf of california and colorado river delta core zone,,,,Mexico
22654,Mexico,AIMEX236b,pacifico mexicano profundo - buffer zones,,,,Mexico
23342,Niue,AINIU8,niue moana mahu marine protected area,,,,#N/A
22653,Mexico,AIMEX236a,pacifico mexicano profundo - core zones,,,,Mexico
22650,Mexico,AIMEX236,pacifico mexicano profundo mpa,,,,Mexico
21633,Mexico,AIMEX217c,"porción norte y la franja costera oriental, terrestres y marinas de la isla de cozumel - marine and coastal sustainable use subarea",,,,Mexico
21645,Mexico,AIMEX217d,"porción norte y la franja costera oriental, terrestres y marinas de la isla de cozumel - passion island public use subarea",,,,Mexico
21632,Mexico,AIMEX217a,"porción norte y la franja costera oriental, terrestres y marinas de la isla de cozumel - restricted use micro-atolls subarea",,,,Mexico
20865,Mexico,AIMEX13,punta coyote,,,,Mexico
21387,Mexico,AIMEX175,ría celestún,,,,Mexico
21397,Mexico,AIMEX175a,ría celestún - subarea of sustainable use of acuatic natural resources,,,,Mexico
23410,Netherlands,AINLD3,doggersbank,,,,#N/A
23478,Netherlands,AINLD4,doggersbank,,,,#N/A
23546,Netherlands,AINLD5,friese front,,,,#N/A
21449,Mexico,AIMEX184,sian ka'an,,,,Mexico
21510,Mexico,AIMEX184c,sian ka'an - cayo culebras restricted use subarea core zone,,,,Mexico
21563,Mexico,AIMEX184r,sian ka'an - coastal-marine boca paila ​​sustainable utilization of natural resources subarea,,,,Mexico
21528,Mexico,AIMEX184i,sian ka'an - fishing refuges preservation subarea,,,,Mexico
21500,Mexico,AIMEX184b,sian ka'an - fondos de las bahías restricted use subarea core zone,,,,Mexico
21514,Mexico,AIMEX184e,"sian ka'an - punta nilut, cayo culebras, lagunas pájaros and tres marías preservation subareas",,,,Mexico
21533,Mexico,AIMEX184j,sian ka'an - sustainable use of marine natural resources areas subareas,,,,Mexico
21523,Mexico,AIMEX184h,"sian ka'an - yuyum-mario lara, moox kaanab and tantaman marine preservation subareas",,,,Mexico
24761,South Africa,AIZAF229,pondoland marine protected area - inshore controlled zone,2004,,,South Africa
24766,South Africa,AIZAF230,pondoland marine protected area - inshore controlled zone,2004,,,South Africa
24767,South Africa,AIZAF231,pondoland marine protected area - inshore controlled zone,2004,,,South Africa
24768,South Africa,AIZAF232,pondoland marine protected area - inshore controlled zone,2004,,,South Africa
24769,South Africa,AIZAF233,pondoland marine protected area - inshore controlled zone,2004,,,South Africa
24772,South Africa,AIZAF234,pondoland marine protected area - inshore restricted zone,2004,,,South Africa
24774,South Africa,AIZAF235,pondoland marine protected area - inshore restricted zone,2004,,,South Africa
24775,South Africa,AIZAF236,pondoland marine protected area - inshore restricted zone,2004,,,South Africa
23736,Panama,AIPAN24,parque nacional coiba- marine reserve zone,2006,5,High,#N/A
24778,South Africa,AIZAF237,pondoland marine protected area - inshore restricted zone,2004,,,South Africa
24780,South Africa,AIZAF238,pondoland marine protected area - offshore controlled zone,2004,,,South Africa
24786,South Africa,AIZAF239,pondoland marine protected area - offshore controlled zone,2004,,,South Africa
24790,South Africa,AIZAF240,pondoland marine protected area - offshore restricted zone,2004,,,South Africa
20880,Mexico,AIMEX139a,sistema arrecifal lobos-tuxpan - preservation subarea,,,,Mexico
20898,Mexico,AIMEX139e,sistema arrecifal lobos-tuxpan - recovery subarea,,,,Mexico
20897,Mexico,AIMEX139d,sistema arrecifal lobos-tuxpan - subarea of public use,,,,Mexico
20885,Mexico,AIMEX139b,sistema arrecifal lobos-tuxpan - subarea of sustainable use of natural resources,,,,Mexico
21700,Mexico,AIMEX223,sistema arrecifal veracruzano - blanca core zone,2012,,,Mexico
21687,Mexico,AIMEX222a,sistema arrecifal veracruzano - buffer area,2012,,,Mexico
21702,Mexico,AIMEX224,sistema arrecifal veracruzano - santiaguillo core zone,2012,,,Mexico
20930,Mexico,AIMEX140a,tiburón ballena biosphere reserve - coastal marine​​ lobster refuges subarea of preservation,,,,Mexico
20961,Mexico,AIMEX140c,tiburón ballena biosphere reserve - northeast of cabo catoche cuevas and corales public use subarea,,,,Mexico
20934,Mexico,AIMEX140b,tiburón ballena biosphere reserve - pelágicos mayores subarea of sustainable use of natural resources,,,,Mexico
20963,Mexico,AIMEX143,yum balam flora and fauna protection area,2008,,,Mexico
21008,Mexico,AIMEX143b,yum balam flora and fauna protection area - human settlements areas,2008,,,Mexico
21022,Mexico,AIMEX143d,yum balam flora and fauna protection area - preservation areas,2008,,,Mexico
21010,Mexico,AIMEX143c,yum balam flora and fauna protection area - preservation wetlands areasyum balam flora and fauna protection area - preservation wetlands areas,2008,,,Mexico
20986,Mexico,AIMEX143a,yum balam flora and fauna protection area - sustainable use of natural resources areas,2008,,,Mexico
23348,Netherlands,AINLD11,bollen van de ooster,,,,Netherlands
25075,South Africa,AIZAF319,prince edward island marine protected area - africana ii rise restricted zone,2013,,,South Africa
25095,South Africa,AIZAF320,prince edward island marine protected area - prince edward island controlled zone,2013,,,South Africa
25099,South Africa,AIZAF321,prince edward island marine protected area - prince edward island restricted zone,2013,,,South Africa
25101,South Africa,AIZAF322,prince edward island marine protected area - prince edward island sanctuary zone,2013,,,South Africa
23352,Netherlands,AINLD12,bollen van het nieuwe zand,,,,Netherlands
24808,South Africa,AIZAF245,protea banks marine protected area - protea banks controlled zone,2019,,,South Africa
24814,South Africa,AIZAF246,protea banks marine protected area - protea banks controlled-pelagic linefish zone,2019,,,South Africa
24815,South Africa,AIZAF247,protea banks marine protected area - protea banks restricted zone,2019,,,South Africa
23344,Netherlands,AINLD10,hinderplaat,,,,Netherlands
23573,Netherlands,AINLD6,klaverbank,2016,,,Netherlands
23356,Netherlands,AINLD14,middelplaat,,,,Netherlands
23594,Netherlands,AINLD7,noordzee kustzone,,,,Netherlands
23354,Netherlands,AINLD13,slikken van voorne,,,,Netherlands
23646,Netherlands,AINLD9,voordelta,2009,,,Netherlands
23330,Niue,AINIU3,niue nukutuluea multiple-use marine park,,1,High,Niue
23336,Niue,AINIU4,niue nukutuluea multiple-use marine park- conservation and sustainable use zone,,3,High,Niue
23340,Niue,AINIU6,niue nukutuluea multiple-use marine park- ocean general use zone,,,,Niue
23338,Niue,AINIU5,niue nukutuluea multiple-use marine park- restricted commercial use zone,,,,Niue
23681,Norway,AINOR1136,fjellknausene,,,,Norway
23670,Norway,AINOR1128,fugløyrevene,,,,Norway
23671,Norway,AINOR1129,hola,,,,Norway
23682,Norway,AINOR1137,midtsundrevet i sandsfjorden,,,,Norway
23684,Norway,AINOR1139,nakken,,,,Norway
23677,Norway,AINOR1134,rauerfjorden,,,,Norway
23673,Norway,AINOR1133,søndre søster,,,,Norway
23683,Norway,AINOR1138,straumsneset,,,,Norway
23679,Norway,AINOR1135,tisler,,,,Norway
23686,Pakistan,AIPAK3,astola island marine protected area,,,,Pakistan
23695,Pakistan,AIPAK4,hingol national park,1988,,,Pakistan
23709,Panama,AIPAN19,coiba national park and its special zone of marine protection (szmp)- resource management zone,2004,3,High,Panama
23760,Panama,AIPAN25,parque nacional coiba- transit area,,,,Panama
23765,Peru,AIPER122,islas macabí- direct use zone,,,,Peru
23769,Peru,AIPER157,islote corcovado- direct use zone,,,,Peru
23781,Peru,AIPER368,punta atico - direct use zone,,,,Peru
23772,Peru,AIPER172,punta colorado - direct use zone,,,,Peru
23846,Republic of Palau,AIPLW13,angaur permanent protected area,,,,#N/A
23771,Peru,AIPER170,punta culebras - direct use zone,,,,Peru
23851,Republic of Palau,AIPLW15,ngeruangel marine reserve,,,,#N/A
23775,Peru,AIPER175,punta la litera - direct use zone,,,,Peru
23856,Republic of Palau,AIPLW31,bkulengriil conservation area,,,,#N/A
23858,Republic of Palau,AIPLW32,mokad recreation zone,,,,#N/A
23779,Peru,AIPER361,punta lomas - direct use zone,,,,Peru
23861,Poland,AIPOL35,woliński national park,,,,#N/A
23869,Poland,AIPOL36,ptasi raj,,,,#N/A
23806,Philippines,AIPHL433,alonon mpa,,,,Philippines
23890,Portugal,AIPRT128,rocha do navio,,,,#N/A
25212,South Africa,AIZAF98,robben island marine protected area - robben island inner controlled zone,2019,,,South Africa
25216,South Africa,AIZAF99,robben island marine protected area - robben island middle controlled zone,2019,,,South Africa
24613,South Africa,AIZAF101,robben island marine protected area - robben island restricted zone,2019,,,South Africa
23807,Philippines,AIPHL435,balisungan marine protected area,,,,Philippines
23834,Philippines,AIPHL509,barangonan mpa,,,,Philippines
23791,Philippines,AIPHL410,bogtong-sagrado mpa,,,,Philippines
23803,Philippines,AIPHL427,buenavista mpa,,,,Philippines
23815,Philippines,AIPHL455,bulalacao mpa,,,,Philippines
23823,Philippines,AIPHL481,burabod mpa,,,,Philippines
23826,Philippines,AIPHL493,cabunlawan mpa,,,,Philippines
23784,Philippines,AIPHL20,capasuan vatang-charakuhan marine sanctuary,,,,Philippines
23783,Philippines,AIPHL169,catmon marine protected area,,,,Philippines
23785,Philippines,AIPHL21,chavayan marine protected area,,,,Philippines
24230,São Tomé and Príncipe,AISTP4,parque natural obo do principe,,,,#N/A
24234,Suriname,AISUR3,galibi,,,,#N/A
23818,Philippines,AIPHL459,chindonan mpa,,,,Philippines
23828,Philippines,AIPHL503,colaylayan mpa,,,,Philippines
24259,Sweden,AISWE797,falsterbo-foteviken,,,,#N/A
23798,Philippines,AIPHL424,decabobo mpa,,,,Philippines
23805,Philippines,AIPHL431,demelias mpa,,,,Philippines
24286,Turks and Caicos Islands,AITC10,grand turk cays land and sea national park,,,,#N/A
24289,Turks and Caicos Islands,AITC11,north west point marine national park,,,,#N/A
24291,Turks and Caicos Islands,AITC13,west caicos marine national park,,,,#N/A
24293,Turks and Caicos Islands,AITC14,princess alexandra land and sea national park,,,,#N/A
24296,Turks and Caicos Islands,AITC15,admiral cockburn land and sea national park,,,,#N/A
24297,Turks and Caicos Islands,AITC25,admiral cockburn nature reserve,,,,#N/A
24299,Turks and Caicos Islands,AITC5,columbus landfall marine national park,,,,#N/A
24301,Turks and Caicos Islands,AITC8,east bay islands national park,,,,#N/A
24305,Turks and Caicos Islands,AITC9,fort george land and sea national park,,,,#N/A
24309,Thailand,AITHA12,hat noppharat thara-mu ko phi phi marine national park,,,,#N/A
24322,Thailand,AITHA14,mu ko lanta marine national park,,,,#N/A
24332,Thailand,AITHA25,mu ko surin marine national park,,,,#N/A
24336,Thailand,AITHA42,ko change marine national park,,,,#N/A
23809,Philippines,AIPHL443,dipulao mpa,,,,Philippines
23820,Philippines,AIPHL464,galoc mpa,,,,Philippines
24367,Thailand,AITHA8,hat chao mai marine national park,,,,#N/A
24382,Tonga,AITON3,ha'atafu beach reserve,,,,#N/A
24383,Tonga,AITON6,hakaumama'o reef reserve,,,,#N/A
24385,Tonga,AITON7,malinoa island park and reef reserve,,,,#N/A
24386,Tonga,AITON8,monuafe island park and reef reserve,,,,#N/A
24387,Tonga,AITON9,pangaimotu reef reserve,1979,1,High,#N/A
24388,Trinidad and Tobago,AITT14,buccoo reef marine reserve,,,,#N/A
23786,Philippines,AIPHL22,imnajbu marine sanctuary,,,,Philippines
23837,Philippines,AIPHL516,kalibangbangan island mpa 1,,,,Philippines
23838,Philippines,AIPHL517,kalibangbangan island mpa 2,,,,Philippines
23811,Philippines,AIPHL445,lajala mpa,,,,Philippines
23836,Philippines,AIPHL512,little maosonon mpa,,,,Philippines
23841,Philippines,AIPHL599,lolo bay mpa seagrass core zone,,,,Philippines
23794,Philippines,AIPHL415,lusong mpa,,,,Philippines
23792,Philippines,AIPHL413,maglalambay mpa 1,,,,Philippines
23793,Philippines,AIPHL414,maglalambay mpa 2,,,,Philippines
23824,Philippines,AIPHL490,magranting island mpa,,,,Philippines
23822,Philippines,AIPHL478,mancio mpa,,,,Philippines
24438,Tanzania,AITZA12,chumbe island coral park,,,,#N/A
23839,Philippines,AIPHL594,mantaquin bay mpa seagrass cove,,,,Philippines
23827,Philippines,AIPHL499,maroyogroyog mpa,,,,Philippines
24443,Tanzania,AITZA23,mafia island marine park,,,,#N/A
23810,Philippines,AIPHL444,minugbay-malbato-tagpi mpa,,,,Philippines
23804,Philippines,AIPHL428,minukbay pt mpa,,,,Philippines
23787,Philippines,AIPHL23,nakanmuan marine sanctuary,,,,Philippines
24467,Tanzania,AITZA36,maziwe island marine reserve,,,,#N/A
24469,Tanzania,AITZA37,menai bay conservation area,,,,#N/A
24480,Tanzania,AITZA4,bongoyo island marine reserve - dar es salaam system,,,,#N/A
24482,Tanzania,AITZA42,mnazi bay-ruvuma estuary,2000,1,High,#N/A
23825,Philippines,AIPHL491,nanga island mpa,,,,Philippines
24492,Tanzania,AITZA5,mbudya island marine reserve - dar es salaam system,,,,#N/A
23790,Philippines,AIPHL407,panlaitan mpa,,,,Philippines
23835,Philippines,AIPHL511,pical mpa,,,,Philippines
24503,Tanzania,AITZA6,pangavini island marine reserve - dar es salaam system,,,,#N/A
24504,Tanzania,AITZA7,fungu yasini island marine reserve - dar es salaam system,,,,#N/A
23833,Philippines,AIPHL508,pical mpa 2,,,,Philippines
23800,Philippines,AIPHL425,proposed malawig mpa,,,,Philippines
24509,Uruguay,AIURY13,cabo polonio,,,,#N/A
24515,Uruguay,AIURY21,laguna de rocha,,,,#N/A
24524,Uruguay,AIURY34,isla de flores,,,,#N/A
23817,Philippines,AIPHL458,quaming mpa,,,,Philippines
23797,Philippines,AIPHL423,sablandepoy pt mpa,,,,Philippines
